description,idx,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B10,B11,B12,QA10,QA20,QA60,Cropland,Longitude,croptype,desc,invalid
,2204,1822.5,1571,1660.5,1905,1966.5,3008.5,3443,3241,3653.5,1238,20,2920,2295.5,0,0,512,10,9.993773023,Orchard,Rainfed-olive orachards-VLS,0
,2059,1334.5,1024.5,1072,764,1291.5,3202,3892.5,3745.5,4187,1242.5,14.5,1668,842.5,0,0,0,78,9.989691893,Barley/Wheat,Irrigated-SW-barley/wheat-LS,0
,2100,2113.5,2227,2719,3371,3376,3657.5,3917.5,3818,4068.5,1466,47.5,4664,3671,0,0,512,0,9.938803148,Barley/Wheat,Irrigated wheat -LS,0
,2308,1546,1551.5,1447,1200,1368,2717,3533,3388.5,3861.5,1227,60,1385.5,688,0,0,1024,53,10.03008382,Vegetable,Irrigated-Tomato-SC-MS,0
,2058,1546,1551.5,1447,1200,1368,2717,3533,3388.5,3861.5,1227,60,1385.5,688,0,0,1024,40,10.03016421,Barley/Wheat,Irrigated-SW-barley/wheat-LS,0
,2057,1501.5,1302.5,1360,1153,1462.5,3028,3833.5,3591.5,4079.5,1470.5,23,1736.5,1119,0,0,1024,99,10.05916673,Barley/Wheat,Irrigated-SW-wheat-LS,0
,2099,1243.5,934,904.5,562.5,1025,3003,4023,3871.5,4348,1333,18,1341,612,0,0,512,95,10.05582155,Barley/Wheat,Irrigated-Barley-SC-MS,0
,2087,1404.5,1123,1090.5,802,1173.5,3011.5,4012.5,3916.5,4269,1440,57,1663.5,868,0,0,1024,100,10.07578293,Barley/Wheat,Irrigated-Wheat-SC-LS,0
,2285,1528,1301.5,1292.5,1194.5,1464.5,2940.5,3382.5,3184,3540,1122,14.5,1995,1209,0,0,512,90,9.989020946,Orchard,Irrigated-Olive Orchards/Wheat-SC-SS,0
,2284,1422,1364,1506.5,1870,1981,2334.5,2557,2434,2604,1100,14.5,2824,1863,0,0,512,81,9.983399136,Orchard,Irrigated- Olive Orchards/Wheat- SC-MS,0
,2090,1306.5,1148,1142,1050.5,1392.5,2746.5,3326.5,3286.5,3618.5,1312.5,27.5,1799.5,968.5,0,0,512,80,10.03890771,Barley/Wheat,Irrigated-Barley/orchards (Olive)-DC-SS,0
,2089,1225,897.5,791,522,825,2776,3954,3845.5,4226,1531,17.5,1209.5,519,0,0,512,90,10.03747906,Barley/Wheat,Irrigated-Wheat/orchards (Olive)-DC-MS,0
,2088,1231.5,906,808.5,548.5,812.5,3031,4646.5,4495.5,4949,1747,32.5,1383,641.5,0,0,512,97,10.04217324,Barley/Wheat,Irrigated-Wheat-SC-LS,0
,2262,1313,994,960.5,693.5,1115,3160,4157.5,4097,4470,1549,30.5,1492,777,0,0,1024,58,10.06040441,Orchard,Irrigated-orchards (Olive)/Wheat-DC-SS,0
,2086,1598,1471,1684,2235,2507,2853,3141,3094,3399,1358,19,4436,3107,0,0,512,99,10.29656461,Barley/Wheat,Rainfed-Wheat-SC-SS,0
,2085,1323,1032,937,743,1013,2368,3087,2964,3227,1015,17,1832,928,0,0,512,100,10.35796435,Barley/Wheat,Rainfed-Wheat-SC-MS,0
