idx,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,class,lat,lon,desc
1535,6963,7249,7724,7637,7819,8182,7871,8021,8085,7951,7984,7904,7714,7435,7531,7393,6315,6512,6716,6925,6563,7269,7620,0,-26.59488335,30.75253191,
1546,6135,5166,6048,5452,6937,6606,6119,4328,3309,2983,2858,2444,2596,2343,2313,2230,2191,2415,3148,3964,3966,3791,6116,0,-27.76486563,28.53794078,
1551,6057,5210,6087,5605,6239,6345,5395,4182,3764,3312,3115,2809,2788,2645,2341,2322,2281,2711,2350,2822,3884,4733,5290,0,-27.92176583,27.97268344,
1552,4634,6713,6859,6560,7421,6923,7353,7726,7842,7148,6459,6739,7596,7369,8097,7909,6034,7291,7517,6568,6337,7299,6816,1,-27.43786263,31.669583,
1553,5315,5986,5699,5993,5956,5703,5576,4441,3883,3182,2937,2709,2517,2380,2472,2353,2355,2510,3821,3899,3971,4202,4798,0,-28.28100049,30.58849255,
1570,7838,7590,7708,7822,8130,8162,8365,8024,7805,7974,7928,7386,6817,7458,7521,6520,6831,6075,7116,7417,6551,6938,6847,0,-31.00310486,30.18749802,
1576,7224,6996,7325,6682,7320,5621,4769,4122,3340,3036,2865,2849,2691,2571,2373,2382,2814,3288,5070,6019,7842,7805,8144,0,-27.07740695,29.29902559,
1578,6123,7274,6895,6626,6625,6038,5953,5290,5096,4598,4106,3420,3763,3115,3536,3022,3033,3063,3392,4693,5322,6483,6544,0,-31.17867829,27.88848804,
1586,7619,6543,6937,6714,6764,5863,4700,3897,3192,2850,2792,2668,2681,2460,2306,2169,2282,2268,2231,2441,3849,4528,5978,0,-27.80424034,28.22253185,
1588,3506,3453,3425,3305,3148,3729,3004,2885,3087,2542,2443,2202,2133,2000,2511,2055,2060,2414,2440,2611,2693,3147,6304,0,-28.20058247,28.49295855,
1589,5887,6184,6845,6434,6827,5826,5682,4939,4157,3459,3364,3057,2705,2699,2589,2633,2325,2545,3361,3825,3643,3772,6130,0,-28.42743863,30.3195779,
1591,6018,7320,6778,6566,6921,6951,6395,5249,4280,4031,3759,3446,3148,3038,2923,2851,2682,2802,2849,4513,5201,4951,6871,0,-29.86634384,29.02787786,
1598,7953,8224,8133,7152,6919,6286,5755,5315,3602,3216,2982,2699,2570,2652,2746,2530,2391,2654,3258,3869,4270,5783,7924,0,-26.9622494,30.87295839,
1608,4557,2603,2520,3760,2848,4427,4177,3461,3073,4199,3090,2694,2840,2621,3330,2403,2796,2184,2094,4590,2839,2216,3251,0,-28.82452325,31.94123698,
1618,6315,7009,5924,5781,5849,5679,5535,4813,3691,3473,3061,2737,2828,2477,2526,2519,2697,2628,3249,4914,5738,5938,5871,0,-26.65666823,28.06735544,
1622,5834,6228,7027,6568,6526,5541,5341,3962,3340,2949,2976,2715,2723,2318,2695,2282,2418,2927,2761,1971,4307,5127,4888,0,-28.26601586,28.80473079,
1633,7216,7503,6691,5277,5525,6689,5437,5722,5926,2980,2590,2895,2518,2326,2683,2621,2104,2951,3828,5012,5272,5370,6612,0,-29.77976061,30.65966733,
1635,6783,6202,7510,7182,7026,7221,7498,6955,6344,5780,5345,4689,4448,4353,4170,3482,3083,3153,5743,5313,6845,6665,7117,0,-26.40708918,32.17636875,
1640,6860,6878,6932,6386,7198,6911,6495,5635,4375,3746,3636,3279,2967,2789,2789,2759,2618,2852,4369,4920,5742,5522,7446,0,-28.68263255,31.26771192,
1642,7264,6843,7108,7268,6800,5267,4692,4325,3925,3158,2883,2666,2574,2501,2558,2259,2180,2476,2234,3390,2668,3302,5352,2,-26.49001485,28.4410266,
1644,7949,7076,7424,6329,7462,6934,6991,6681,5774,5645,5133,4350,4372,4128,3767,3627,2812,3490,5594,5354,6744,6081,6447,0,-27.36672835,31.35878444,
1645,6364,5609,5505,6406,6003,5112,5062,4448,3829,3564,3014,3064,2863,2443,2887,2310,2253,2326,2554,4011,4082,4587,5654,0,-29.95517551,28.35989637,
1651,6849,6490,7034,5937,6968,6484,6526,5891,5439,5374,4996,4478,4254,4062,3499,3947,3297,3281,4860,4400,4893,6250,6288,0,-27.14321916,31.54470291,
1656,6727,5839,7058,6745,6847,7015,6506,6097,5927,4924,4258,3972,3784,3408,3146,2867,2731,2778,3882,3721,5091,5943,6893,0,-26.7983465,31.59047588,
1659,8008,7790,7829,7242,6863,7045,5555,5076,4066,3222,2874,2650,2687,2541,2421,2433,2570,2350,4283,6179,6771,6923,7469,0,-30.06615721,29.87329444,
1673,4063,4489,5005,5209,4898,4176,3088,2863,2505,2287,2253,2209,2012,1966,1895,1846,1781,1940,2243,3087,3307,2951,3468,0,-29.16458139,28.95709659,
1676,6613,6317,6890,6984,6737,6395,6474,5925,5200,4414,3953,3272,3046,2838,2742,2508,2498,2818,3575,4163,4949,4936,5590,0,-30.85585445,28.69912284,
1691,4910,5784,7305,7415,7526,5912,5083,4659,3233,3302,3006,2883,2560,2542,2470,2625,2219,2768,3151,4507,4377,5133,6077,0,-28.23895874,28.71801403,
1697,5946,5627,5129,4650,5527,5793,5259,4692,3777,3644,3340,3078,2961,2725,2541,2740,2363,2368,2990,3184,3982,3709,5700,0,-28.47381676,31.17844666,
1698,4184,4193,4193,3544,4406,4102,3973,3774,3249,3012,2970,2658,2792,2353,2153,2084,1894,2496,2643,2987,2789,2670,3502,0,-28.75633167,30.35502443,
1703,3041,3049,3233,3080,3830,3542,3392,3666,3050,2600,2583,2243,2113,2062,2003,2002,1973,1998,1955,2180,2945,3232,3000,0,-30.40988636,27.51664801,
1705,7919,8086,8331,8151,8302,8340,8420,8417,8325,7795,7687,7237,7142,7181,6997,6108,4103,2858,3099,3353,4625,5061,6872,0,-26.7355142,31.93314744,
1711,5691,6718,7129,6428,7306,6875,5973,4710,4003,3818,3278,2730,2744,2449,2977,2809,2794,2911,3547,3270,4425,5526,6206,0,-28.26942993,30.51866229,
1716,7042,6572,5553,4461,5452,6153,6191,5909,5057,5060,4463,4174,4063,3714,3458,3010,2816,3283,4090,4202,4468,4363,5354,0,-27.98164458,31.75464073,
1724,5125,6976,5631,5959,5584,5807,5104,4219,3585,3209,2713,2681,2514,2592,2498,2120,2254,2459,2986,5565,5283,4266,5110,0,-27.15447412,28.85356813,
1729,7093,6783,7357,7607,7754,7878,8122,7433,7248,7199,6136,6114,6190,5698,5024,4177,4109,4258,5264,5450,6192,6119,5567,0,-28.09486483,32.34278367,
1731,6288,5169,5729,5460,5919,6157,5755,6441,5310,4225,3773,3435,3281,2891,2905,2682,2476,2802,3345,4021,4901,4992,5937,0,-28.23222392,31.05141163,
1732,6863,6551,6610,6606,6678,5981,4758,4097,3089,3006,2763,2406,2452,2277,2274,2140,2174,2417,3143,2729,4724,5062,7156,0,-27.09467329,28.60026021,
1735,5932,5742,6025,6266,6444,6599,6071,5046,4434,4482,4105,3633,3306,2622,4114,3733,3222,2503,3754,4267,5701,5874,7510,0,-27.10298522,30.47410454,
1739,6899,5980,6345,6813,6807,6770,6545,6363,5440,5207,4679,4484,3677,3137,4077,4100,3555,4829,6097,6920,6860,5724,7013,0,-31.0982918,29.70481211,
1741,5720,5994,5749,5138,6801,5911,5822,4555,3915,3504,3585,3147,3139,2668,2364,2433,2260,2482,2736,4057,5702,4902,5460,0,-27.87679458,28.01841101,
1747,6033,6127,6908,6287,5640,5793,5562,5517,5313,4231,3921,3506,3240,3366,2997,3577,2951,3062,3521,3646,4399,5071,6165,0,-26.52360082,30.56114457,
1753,8392,8538,8495,8246,8557,8454,8264,8581,8575,8056,7916,7690,8071,7569,7834,7824,7001,7417,7681,7444,7380,6809,7213,0,-28.63880635,31.28723959,
1756,7584,7912,7323,7767,7048,7633,6731,6374,5221,4233,5131,5727,6207,4749,6753,5834,4409,5693,6849,6639,6714,6943,7658,0,-29.32349189,29.84267333,
1762,7850,8115,8301,8420,8044,8223,8158,7700,6686,2955,3024,3075,3118,3412,4879,4591,4993,5800,6392,6769,8096,7384,7849,0,-26.75712658,31.9115263,
1774,7815,8613,7132,4876,4294,7112,7168,8187,7249,8077,7232,5792,5071,5191,4927,4878,4258,3713,3793,2929,4228,5556,8728,0,-29.40990579,29.96940846,
1782,6234,5896,5978,5885,6317,5713,5879,4523,3491,3041,2724,2468,2408,2326,2428,2297,2151,2338,2270,2106,4752,4422,5664,0,-26.51595232,27.61546715,
1785,5985,5839,5705,5584,5893,6099,6000,5433,5540,4574,4205,4086,3723,3780,3556,3012,3282,3164,4432,4409,5238,4889,5667,0,-27.89954187,31.66307042,
1789,6380,6053,6462,4729,5835,5738,5605,4659,4052,4017,3522,3083,2920,2776,2956,2823,2626,2548,4773,4979,5190,4790,6313,0,-29.71984084,30.62058803,
1795,7169,8491,7356,8356,7169,7930,8312,7509,7255,7770,7379,6702,6389,5948,6496,6326,7057,6416,6288,6337,7419,8015,6848,0,-28.64235917,30.82620916,
1803,6804,7113,7005,7382,7138,7224,6238,6369,5501,5532,4472,4050,4134,4079,3960,3792,3302,3656,4410,4728,4524,4927,6909,0,-28.28994947,31.31118654,
1810,6059,5666,6864,5380,6066,5573,5562,4469,3474,2908,2744,2494,2503,2570,2217,2209,2164,2200,3479,4345,5356,6238,5820,0,-27.12762981,29.94009,
1812,7122,7628,9070,9098,8258,7663,6161,4379,3599,4779,3984,5590,5115,6043,5638,4790,4344,5592,3385,3572,4886,3444,8174,0,-28.12478024,29.86951315,
1820,6207,6329,7228,6793,6461,5581,4560,4258,2941,2913,2660,2512,2245,2233,2574,2267,2418,2402,2905,3981,4320,4908,5143,0,-29.59665255,28.66829346,
1823,7536,7755,7911,7437,6091,6324,4894,4214,3791,3280,2933,2676,2640,2635,2393,2303,2179,2315,2194,2500,3190,3157,5919,0,-26.54497727,29.71497074,
1824,6967,6735,6496,6571,6064,6699,6204,5644,5989,4465,4951,4506,4530,3739,4155,3625,2815,3337,5044,4789,5350,4730,6757,0,-27.08686811,31.54985123,
1831,6318,7198,6788,6482,6599,6070,5998,6539,5269,4364,3836,3461,3763,3068,3947,3771,3187,4621,5250,6365,6300,5793,7088,0,-30.56552334,30.03019739,
1839,6286,5774,6411,6719,6055,4226,3866,3861,2898,2597,2531,2135,2166,2020,2102,1996,2042,2029,2240,2867,3742,2972,3468,2,-28.37276377,27.68790494,
1840,6446,5762,6023,5420,6560,6308,5220,4953,3763,3281,3035,2503,2619,2362,2330,2457,2521,3115,3890,3703,6087,5853,6990,0,-26.70067348,27.74060757,
1841,6163,6932,6602,5718,6500,5984,6079,5263,4464,4222,3326,2368,2296,2175,2515,2345,2234,2644,2739,3418,3156,4596,5841,0,-27.97557148,30.60336901,
1862,5739,5865,5937,5723,5770,5524,5591,4860,4319,3821,3676,3274,3023,2657,2884,2729,2459,2918,3772,4045,4653,4972,5972,0,-28.07783847,30.66200815,
1868,7343,7026,7104,7009,6355,7726,6709,7338,5803,5789,4984,4622,4743,5659,4179,4987,3242,3237,3794,5102,5908,5330,6214,0,-27.33211717,30.68025464,
1885,3140,3024,3374,3936,4231,3910,3516,3675,2873,2699,2369,2128,1995,1961,1973,1824,1833,2030,2026,2649,2837,2779,3309,0,-30.4244752,27.50599591,
1888,5099,3928,4649,4507,6025,5516,5735,4760,4392,4166,3555,3145,3280,2693,3106,2727,2487,2831,3005,3595,3534,3741,5097,0,-28.54641444,30.03305533,
1898,6920,5871,6345,5497,6775,6445,7193,5494,4572,4407,3333,3450,2999,2953,2675,2792,2524,2472,3210,3036,5297,5428,5425,0,-27.15947082,31.73080031,
1902,6466,5841,5869,5853,6379,6798,5673,5287,4699,4276,4016,3888,3337,3241,3292,3101,2844,2953,4046,4334,5191,4697,6192,0,-28.80060543,31.44782941,
1904,6064,6671,6498,6001,6264,6566,6235,5748,4577,4197,3994,3430,3544,3007,3228,3000,2680,2760,3582,4100,5642,5463,6916,0,-26.82670351,30.95218208,
1906,6921,5589,6482,6511,5676,5821,5182,3598,3763,3053,2924,2748,2783,2443,2457,2314,2387,2680,3255,4284,5532,4972,7596,0,-26.96896792,29.31049181,
1910,5890,5770,6550,5278,7364,6416,4836,3723,2815,2666,2588,2267,2330,2271,2211,2067,2156,2619,2502,3778,3735,3226,6312,0,-27.60151182,28.07801758,
1917,6783,7382,7873,7193,7585,7601,7397,7317,6929,6648,7054,5814,5853,5949,5214,5444,5367,5257,6125,5996,7260,6762,7982,0,-27.7933202,31.1889521,
1922,5011,5779,5990,5729,6225,5733,5403,4797,3427,3197,2782,2449,2340,2348,2359,2110,2374,2379,2495,3250,3755,4397,4890,0,-29.10934409,27.5471071,
1923,8118,7858,8403,8218,8138,8012,8348,8205,8012,7710,7209,7871,7056,6287,6689,6425,5765,5697,6464,7631,7636,7297,8025,0,-30.29616092,30.23612382,
1934,6955,4352,4462,3754,6871,6708,5748,5890,4565,3685,3356,3158,2757,2990,3134,2897,2488,2505,2679,3029,4656,5311,3371,0,-26.97010409,31.79712683,
1936,5597,6181,7115,6869,7103,6403,5248,4914,3645,3017,2941,2639,2578,2343,2352,2522,2550,2752,3180,4246,4606,5559,6074,0,-29.5607074,29.02258376,
1937,7579,7516,7118,7048,7265,7330,7220,6892,5918,5587,4535,3490,3368,2960,3363,3475,3717,4137,6398,6758,7415,6451,7259,0,-29.32354046,30.14047853,
1938,5443,5138,5739,5451,5751,5474,4830,4144,3829,3034,2925,2446,2298,2126,2101,2159,2016,2250,2240,2573,3640,4355,4115,0,-28.87894393,30.32094245,
1945,2946,3691,4509,5342,5782,5413,4837,4171,3502,2878,2605,2422,2403,2339,2491,2099,2064,2099,2158,2233,2805,2905,3250,0,-28.97495049,27.91430161,
1948,6076,5744,6071,5467,6006,5266,5431,5292,4043,3463,3265,3180,2737,2576,2330,2714,2594,2651,4448,4642,4243,4843,6421,0,-28.83557457,30.89365435,
1951,5511,6175,6036,6167,6027,5812,5708,5158,4696,3910,3557,3021,2908,2625,2831,2669,2508,3525,4490,5308,5259,4385,5873,0,-30.75009431,29.70728766,
1952,8243,6302,7724,6882,7968,7628,8016,7011,7041,7507,6120,7023,7076,7107,5867,6019,4606,6262,5050,4257,6541,5622,7514,0,-26.71034531,30.95526961,
1960,4846,6264,6620,6683,6921,6167,4161,4455,3095,2677,2580,2455,2558,2342,2094,2097,2056,2114,2112,2440,3454,2838,3261,0,-27.52310054,27.67936845,
1968,5827,5452,6069,5957,6379,5584,5416,4554,3692,3174,2849,2615,2498,2371,2325,2219,2265,2680,3537,4253,5292,3819,5163,0,-27.25896106,28.6912656,
1974,8007,7694,7894,5777,5876,6211,6414,6727,6030,5534,5195,4307,3595,3651,3189,3406,2951,4194,4270,6483,6082,6076,6209,0,-29.95796008,29.94786751,
1975,6214,5220,5903,5345,6687,6122,5807,4832,4099,3253,2905,2751,2713,2532,2474,2215,2233,2333,2667,4512,4581,5400,5783,0,-27.59487798,28.38319154,
1977,5201,5637,5878,6308,5783,5428,5258,4959,4447,3833,3643,3438,3066,2994,2920,2709,2869,2911,3124,4498,4317,4447,5174,0,-30.07878582,29.01138853,
1988,5250,4425,5248,5268,6641,6530,4876,4790,3107,2817,2702,2399,2336,2193,2368,2062,2091,2030,1977,2060,3003,3690,4121,0,-27.57020128,27.46851559,
1990,5931,6562,6730,7266,6709,5063,4925,4659,4001,3612,3350,3089,2874,2751,2621,2648,2642,3189,3563,3706,5672,6993,6915,0,-26.77909981,28.38102173,
1991,6889,7107,7142,7402,7445,7278,7084,6435,6313,5505,5121,4365,3913,3608,3961,3916,4190,5339,5059,6552,6941,5726,5996,0,-31.18293498,29.65751825,
2001,7697,7947,7384,7619,7121,7313,7991,6900,6101,5240,4084,3965,3854,3756,4166,3732,3856,4884,5665,6720,7190,7294,7573,0,-29.33063445,29.84449944,
2007,4887,4786,4356,4874,5430,6042,6200,5619,3312,2658,2691,2549,2250,2268,2310,2320,2698,2583,2821,4475,4930,4870,7423,0,-27.03350921,29.05935115,
2009,7257,5460,7435,6251,6602,6707,5468,4104,2820,2854,2399,2208,2205,1880,2149,1854,1932,2228,2177,2066,4724,6016,7486,0,-27.09777132,27.60426469,
2018,7322,7102,7651,7119,6470,5229,4119,3736,2722,2656,2691,2608,2420,2448,2421,2191,2491,2502,2950,3613,5672,4513,7170,2,-27.96022851,28.29733013,
2020,7407,6909,8255,6671,6782,6377,6420,5418,3711,3165,3076,3016,2885,2804,2609,2463,2520,2623,3612,4379,6412,6473,7051,0,-27.1757569,29.93941175,
2023,7154,6971,7473,7487,7148,7010,7082,6714,6192,5475,4723,4170,4308,3828,4487,3912,4257,3915,4658,5995,7058,6439,6920,0,-30.98650838,29.91275866,
2024,6203,6417,4758,5871,6532,6034,5958,5457,4908,4578,4342,3760,4197,3385,3548,3669,3364,3318,3696,5132,4912,5739,5505,0,-29.96064919,28.60395269,
2028,5733,5388,6366,7226,6012,5668,4771,3881,3629,3072,2981,2714,2571,2313,2411,2210,2168,2373,2389,3346,3747,4458,4621,0,-29.39385013,28.91532488,
2029,8436,8026,8490,7459,5917,6491,7790,8415,8009,8007,7506,7103,6411,6563,7083,6485,7190,7210,6938,7362,8500,7884,7820,0,-29.44628361,29.8887789,
2032,6637,6813,6297,5947,6097,6327,5771,5548,5305,3697,3684,3745,3333,2566,2992,2256,2330,2511,3929,4697,5669,5282,6596,1,-29.4531701,30.50581875,
2042,6949,6505,6878,6711,6745,6315,5912,5461,5078,4315,3926,3618,3307,2946,3335,2963,2840,2961,4439,5282,5035,4153,5324,0,-29.70901856,30.81670188,
2050,4113,3936,5629,3219,3556,4162,3843,2701,2941,2851,2563,2215,2380,2489,2448,2570,3734,4005,4436,4809,6285,4777,4407,0,-28.20494518,28.4821496,
2052,7218,7305,7652,7167,7291,6980,6843,6080,5568,4829,4475,4489,3761,2956,3448,3280,3138,3454,4515,4916,5563,4660,5286,0,-28.25399669,31.36658963,
2055,4612,5348,5690,4883,6269,6867,6907,5847,4518,3657,3079,2647,2614,2250,2368,2218,2204,2386,2825,3503,3356,3797,5416,0,-28.00676598,30.66365524,
2062,6614,6708,6253,6161,6438,6008,4402,4434,3395,2722,2700,2432,2319,2274,2234,2086,2090,2342,2800,4454,4898,5596,6234,2,-27.73244833,28.0454427,
2079,3667,3449,3610,3710,6308,6915,6425,6507,4763,3127,2888,2672,2613,2447,2400,2238,2254,2374,2074,3261,4338,4525,5440,0,-28.14180049,27.63154694,
2083,5938,5521,4938,5004,6274,6759,6595,5725,4322,4192,4114,4016,3375,3119,3087,2909,2931,2814,4092,4277,5482,5693,6394,0,-26.91870384,31.66223877,
2087,5285,5963,5738,4758,5616,4687,4970,4882,4182,3576,2950,3013,2855,2405,2268,2345,2214,2224,2876,3482,3887,4103,5801,0,-26.93532896,31.03303438,
2089,5779,5171,6303,7037,6411,5744,5006,4349,3513,3151,2934,2666,2480,2313,2554,2224,2258,2399,2458,2780,3910,4348,4993,0,-29.24585153,28.50970743,
2100,7730,7328,8100,7928,8007,7539,7814,7727,7345,6390,6120,5190,5522,4416,5556,5436,5917,6033,7176,7764,7908,7677,7833,0,-31.03217806,29.92451461,
2102,5254,4735,5660,5617,5386,5734,4313,4094,3896,3352,3044,2736,2544,2500,2376,2464,2274,2482,2775,3267,3128,3762,5453,0,-28.479955,29.87519436,
2112,7924,7799,8226,7569,5938,5135,3638,3851,2890,2652,2690,2535,2550,2420,2331,2266,2262,2502,2341,2374,2866,2678,5658,0,-27.2420378,28.58165276,
2115,6189,6518,6804,6531,6233,5622,5603,5200,3559,3264,3020,3029,2873,2779,2527,2655,2528,2800,3694,4617,5149,4959,6738,0,-28.07767909,29.48461886,
2117,7836,7894,7527,7464,7389,6971,6035,5391,3939,3339,2817,2782,2723,2505,2994,2298,2308,1980,2493,3039,4418,4749,5067,2,-26.48787161,28.93432399,
2124,6227,6290,6543,6374,6625,6762,6794,6740,6853,6127,5905,5417,5330,4792,4903,4487,2892,3426,3363,5687,4979,4776,5496,0,-29.08119225,31.57140028,
2134,6805,5305,7039,6534,6852,7495,5395,3670,2969,2693,2758,2366,2512,2276,2294,2031,1992,2124,2039,1998,2949,2216,6460,0,-26.59842397,28.57540213,
2135,4649,3932,4723,4330,5202,6133,5043,5122,4298,4544,3888,2857,3403,2862,2361,2667,2180,2046,2195,3613,3756,4457,3941,0,-28.46046996,27.55941084,
2143,6856,6224,6561,5964,6373,6712,6534,6640,5393,5603,4615,4194,3862,3666,3159,3195,3012,3380,4150,4932,6304,5828,6287,0,-27.27780223,31.38145309,
2144,4855,5457,6304,6012,6607,6252,5943,5324,4279,4168,4181,3761,3338,3253,3135,2493,2697,2449,2587,3793,4264,5459,5339,0,-28.77898047,28.04173336,
2151,6473,5611,4933,4774,5302,5184,5081,4509,3834,3337,3230,2947,2837,2689,2702,2610,2533,3097,3968,5747,5073,4782,5812,0,-27.68286431,29.29595714,
2166,5770,6022,6193,6143,6317,6152,5242,5055,4350,3800,3500,2677,2482,2355,2577,2349,2367,2496,3353,5135,5162,5156,5984,0,-30.96596487,29.00970672,
2176,4983,4940,5936,5242,5232,5380,5199,4162,3730,3221,2935,2704,2622,2431,2412,2405,2249,2770,3278,3631,4443,3975,4377,0,-27.9140184,30.25600856,
2177,7058,7552,6945,6812,7200,7515,7171,7028,7505,6681,6621,6239,5731,5485,5521,5003,4420,4967,4882,6352,6229,5801,6719,0,-29.08225563,31.63438721,
2178,5425,6905,6956,6087,6744,6694,6445,6540,6079,6347,5272,5094,4810,4895,5013,5289,3913,4622,6281,6013,6561,5735,5125,0,-28.38575281,32.35418735,
2179,5937,5939,6356,8044,5656,5558,4996,4746,3777,3101,3233,2684,2609,2556,2588,2301,2616,2510,2675,3917,4272,4707,5105,0,-29.78661081,28.40969375,
2182,4589,4882,5823,4599,5778,5179,4006,3913,3403,3242,2816,2965,2562,2539,2747,2259,2228,2176,2520,3339,3472,3896,4033,0,-29.31728551,29.11426438,
2184,6648,7038,7440,7307,6787,6612,6038,5750,4700,3943,3501,3227,3047,3053,2939,2765,2659,2503,2978,3990,5046,5353,7140,0,-27.14004389,30.51029538,
2197,5951,6336,6372,6966,5307,5054,4114,4013,3401,2960,3086,2782,2474,2320,2335,2170,2216,2134,2226,3272,4074,4200,5051,0,-29.38096241,28.97121424,
2201,7473,7098,7250,7457,7419,7110,7092,6959,5866,5371,4625,4841,4768,3875,4040,3574,4468,3988,4776,5257,6144,6087,6977,0,-30.789845,29.23821389,
2210,7220,6588,6728,6292,6074,6600,6716,5596,5522,4274,3933,3496,3194,3109,3214,2789,2714,3148,4040,4677,6537,6817,7122,0,-27.84227253,30.70285138,
2211,6453,5874,6470,5760,6015,5243,5012,4261,3318,3057,2975,2733,2703,2524,2447,2380,2284,2511,2834,4117,4064,4053,5438,0,-27.89124163,28.83408425,
2221,6980,7375,6272,6483,4845,5813,4037,3513,2839,2598,2291,2306,2240,2286,2126,1959,2178,2430,2372,3938,4185,5444,7470,0,-27.81710933,28.6811466,
2229,6582,6591,6738,6820,6712,6776,6324,5635,5035,4632,3679,3051,3087,2872,3032,2870,3011,3432,5049,6045,6194,6222,6946,0,-30.70208885,29.50376097,
2247,4696,3964,5401,4876,5948,5884,5413,5194,4737,4613,3764,3392,3189,3184,3103,2991,2910,2988,4299,3857,5304,4800,3239,0,-27.40448695,32.22178298,
2251,4912,4420,5248,5473,5393,4855,4773,4442,3790,3174,2697,2744,2301,2165,2131,2012,2404,2847,2740,2705,4103,4325,4201,0,-28.91552359,27.8396889,
2252,6529,5677,6037,6097,6420,5612,5052,4860,3672,3081,2736,2419,2569,2488,2445,2668,2526,2943,3266,3052,5141,4670,5827,0,-26.70499365,28.83235223,
2260,5915,5988,6733,5861,7784,6259,6015,5384,4222,3742,3394,3004,2786,2773,2567,2822,2613,2745,3034,4301,4450,5798,5302,0,-28.29843343,30.12098747,
2261,3910,3396,4153,4705,4667,4258,4409,4288,3396,3315,3398,3116,2793,2935,2948,2832,2448,2349,2338,3086,3138,3418,4133,0,-30.33623383,27.86190815,
2268,5206,5695,5588,5342,6160,5447,4987,4293,3238,2912,2741,2434,2619,2291,2333,2126,1996,2307,2311,3992,4916,4678,5825,0,-26.65532941,27.70854109,
2283,7145,6891,7469,7592,7404,7229,7231,6951,5627,6160,4987,5040,3760,3904,4619,4312,3770,4221,4938,5339,6515,6538,7598,0,-26.54198902,31.57137708,
2286,6912,5049,6266,6195,6602,6418,5582,4829,3309,3091,2771,2514,2586,2350,2219,2210,2041,2316,2167,3424,3798,4495,5174,2,-27.97520044,27.89987925,
2290,8055,7638,8267,7551,6718,6125,5210,4292,4233,3674,2820,2653,2500,2519,2481,2103,2053,2181,2071,3061,2325,2462,6537,0,-26.54388272,28.64594285,
2291,5309,6279,6073,5989,6120,6041,6235,5560,5176,4493,4097,3686,3527,3541,2967,3068,2918,3018,3802,3590,4411,5981,8006,0,-26.74931188,30.6657432,
2292,5577,4938,6543,5220,5605,6009,5382,4951,4956,4003,3840,3815,3221,2958,2905,2491,2768,2820,3610,3882,5145,3925,5047,0,-28.31195693,31.25779391,
2297,7630,7554,7618,7508,7577,7117,7503,7313,6559,5663,4756,4010,3249,2989,3337,3089,3780,4383,5665,5907,7310,7332,6945,0,-29.44654211,30.33513616,
2305,5573,6259,6269,6173,6538,6217,5425,4567,3758,3264,3011,2580,2429,2600,2492,2382,2319,2402,3519,4316,5214,5015,5525,0,-30.17552823,29.13196924,
2325,8405,7324,8041,8326,7779,8321,8749,8186,8326,8062,7993,7499,8187,6870,7481,7710,6555,6069,7272,8255,7155,7533,8223,0,-27.6608327,30.74455189,
2326,7821,7512,7619,7090,7456,7526,6868,7417,5992,6213,5324,5153,4952,5154,4317,4240,4533,5077,4799,5554,6541,6412,6967,0,-27.83246985,31.10351903,
2327,3016,3445,4119,4612,4707,4980,4156,4041,3499,3163,2624,2416,2361,2210,2489,2090,2469,2326,2400,3054,3135,3212,3731,0,-29.19983981,27.66261527,
2329,6705,6569,7023,6826,6613,5850,4922,4109,3395,3086,2972,2591,2618,2392,2357,2197,2199,2366,2601,4238,2996,2985,4663,2,-27.47285702,28.59576548,
2331,5102,4879,5488,4990,5266,4973,5096,4965,4514,4285,3657,3677,3234,3401,2919,3094,2559,2734,2844,3086,3153,3811,4536,0,-28.72893972,30.34486436,
2332,5632,6314,6126,6324,6811,6300,6161,6100,5165,4824,3610,3194,2959,2740,2685,2604,3078,3499,4649,4668,5442,5573,5623,0,-30.76066556,29.45426466,
2338,7116,5980,7171,6381,7449,6947,7455,7441,6688,6592,6691,6017,5648,5028,5651,4561,4214,3784,4968,5104,6322,6886,6738,1,-27.63798316,31.76525028,
2344,7059,5722,6819,6271,6659,7008,5342,5295,4437,3611,3329,3245,2911,2797,2644,2484,2303,2616,4011,3993,6600,5847,3839,0,-27.14625851,31.95496734,
2360,5842,5866,5043,4647,5564,4888,3717,4280,2968,2549,2391,2406,2286,2165,2086,2107,2238,2361,2853,3777,4748,4069,7883,0,-27.25190898,29.21550446,
2363,5599,4101,4383,4429,4686,4495,4595,4524,3518,2738,2307,2161,2177,2108,2046,1853,1876,1857,2308,2945,3953,4158,2748,0,-28.42605364,27.5223287,
2368,5469,5395,6250,5814,6506,5978,5035,4840,3915,3455,2637,2404,2467,2239,2633,2205,2409,2773,3263,3051,4324,5460,4521,0,-28.815461,27.66053428,
2371,8210,7597,7689,7437,7263,6158,5198,4272,3323,3183,2963,2560,2643,2432,2317,2190,2189,2242,2845,3285,3514,4641,5323,0,-27.32722366,29.80448047,
2376,4556,4790,5542,5091,5963,6026,5615,5038,4018,3587,3198,2530,2425,2367,2295,2209,2240,2511,2829,4114,5177,5670,4924,0,-26.82740291,27.56326225,
2378,7851,7519,6890,6121,5852,4706,4127,3173,2898,2579,2428,2404,2265,2153,2152,2149,2078,2132,2405,2882,3476,5160,5950,0,-26.77439958,29.780903,
