idx,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,class,lat,lon,desc
4915,7408,6647,7039,6922,7464,7502,7184,7982,6762,6672,6389,5763,5694,5838,6369,5566,5419,4788,5520,4710,6075,5546,6522,0,-26.76980518,31.88036562,
4917,6336,6736,7943,7088,8485,6906,6957,6259,4557,3602,3347,3286,2786,2584,2391,2271,2453,2446,2605,3506,4162,4543,5974,0,-27.37793347,30.01689193,
4918,3576,3327,3978,4815,4860,5055,4435,4364,3750,3459,3088,3081,2833,2696,2786,2677,2707,2637,3042,2567,3945,3714,4132,0,-29.13016119,27.96658537,
4926,6720,5061,5251,5241,5628,5288,4851,4664,3518,2797,2878,2442,2385,2412,2350,2248,2343,2562,2684,3792,3255,5038,4417,2,-28.07750472,27.80123965,
4927,4572,4629,4844,5024,5668,5460,4773,4487,3303,3062,2921,2723,2364,2337,2395,2353,2030,2190,2094,3078,3477,3648,4910,0,-30.07425214,28.28625793,
4943,8199,7745,8266,8097,8154,7668,7128,5207,4274,3894,3738,3420,3275,1217,2517,2317,3295,3888,4444,6939,6584,7316,7929,0,-30.2828092,28.60179845,
4953,6588,6325,6749,6970,7098,6911,7147,6536,5897,5031,4103,3880,3743,3657,3321,3103,3273,3795,4863,4367,5720,5031,5555,0,-28.58981516,30.88380866,
4955,7070,7772,7187,7390,7295,7318,7500,7297,7935,6698,6360,5861,5635,5472,5095,4991,4835,4601,4617,4934,5998,5908,6268,1,-30.76099133,30.28687509,
4960,3670,3267,4216,2857,3254,3957,2796,2951,2566,2715,2244,2581,2123,2052,2138,2055,2127,3019,4060,6076,6753,6687,5858,0,-27.99675979,28.60552426,
4966,4941,5273,6506,5889,7092,6481,5878,5206,3678,3467,2970,2882,2577,2439,2465,2365,2263,2416,2303,3291,2481,2730,6432,2,-26.54248839,28.61818188,
4968,4985,5937,5744,6064,5334,5286,4344,3271,3008,2578,2488,2197,2184,2116,2034,1903,1875,2082,1952,3379,4328,3907,4628,2,-27.45577663,27.58825882,
4970,5534,6197,5860,6092,6579,6283,6602,6119,5223,4718,4092,3608,3208,2956,3263,3015,3211,3850,4563,5442,5408,5352,6617,0,-30.66037533,29.74775353,
4971,6786,6275,5502,5639,5968,5933,6123,5898,5312,5100,4124,3975,3738,3521,3488,3576,2885,3657,4609,5534,5054,4853,6475,0,-28.68995544,30.43783953,
4982,4321,4694,5645,4071,5056,5087,3986,3619,3788,2873,3003,2494,2652,2361,2221,2319,2151,2397,2405,2961,3807,2657,6131,0,-27.6421187,28.18445379,
4990,5231,5631,6153,5780,6403,5600,4986,4004,3082,2631,2507,2283,2420,2235,2253,2073,2250,2181,3224,4390,5373,4070,5608,0,-27.10225837,28.53348476,
4991,5410,6268,6092,5767,6382,5907,6152,5615,4961,4476,4132,3153,3146,2965,3084,2958,2855,3808,4639,5201,5603,5055,6262,0,-30.82818938,29.74594953,
4997,5366,6154,6851,6397,7328,6851,6058,4904,3855,3595,3294,2693,2496,2311,2244,2282,2315,2574,2930,4835,4153,5793,5658,0,-27.74439904,28.09265788,
