T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,class,code1,idx,l1,l2,l3,l4,label,latitude,longitude,use
4562,3478,4635,3809,3258,4089,3399,3324,3051,2921,2544,2605,2670,2383,2653,2883,2844,3489,3246,3478,3932,3125,4927,0,7,170,Non-cropland,Non-cropland,Non-cropland,Non-cropland,Forest (Cupressus sempervirens),35.96379374,9.25504813,0
2628,3550,3092,2518,2579,2446,2519,2655,2507,2324,2336,2398,2147,2169,2025,1962,2116,1815,2385,2354,2559,2468,2451,0,7,180,Non-cropland,Non-cropland,Non-cropland,Non-cropland,Shrubland (Cactus)-SC-LS,35.22599302,9.097265737,0
3152,2628,3003,3353,3503,3614,3241,2984,2558,2301,2537,2077,2246,1986,1921,1955,2210,2274,2585,2938,2451,3335,2697,0,7,183,Non-cropland,Non-cropland,Non-cropland,Non-cropland,Grassland (Stipaa tenacissima)-LS,35.24693081,8.992458058,0
4042,3962,3957,4447,4297,4141,3926,3520,2732,2442,2565,2211,2085,1965,1938,2003,2275,2383,2490,3032,2580,2572,2810,0,7,184,Non-cropland,Non-cropland,Non-cropland,Non-cropland,Shrubland/Grassland-LS,35.23872989,8.979535783,0
1481,1488,1637,1636,1645,1830,1763,1838,1467,1426,1384,1336,1320,1311,1303,1389,1300,1362,1355,1651,1503,1540,1592,0,7,189,Non-cropland,Non-cropland,Non-cropland,Non-cropland,Grassland (Stipaa tenacissima)-LS,34.83607104,8.516345108,0
2329,2928,2617,2549,2578,2906,3113,2397,1807,1719,1988,1769,1665,1491,1486,1618,1688,1610,2471,2820,2651,2386,2650,0,7,225,Non-cropland,Non-cropland,Non-cropland,Non-cropland,Grassland (Halophyte),35.68304252,10.18857145,0
3804,2161,3056,3818,3108,3153,2937,2626,2335,2047,1895,1303,1463,1424,1395,1886,1391,1508,1507,1401,1350,3623,2491,0,7,239,Non-cropland,Non-cropland,Non-cropland,Non-cropland,Grassland (Halophyte),35.07771857,9.604289035,0
2366,3866,3209,2811,3122,3626,3849,3386,2139,1929,1651,1591,1447,1355,1329,1348,1246,1484,1555,1688,1692,2917,2053,0,7,241,Non-cropland,Non-cropland,Non-cropland,Non-cropland,Grassland-LS,35.09104243,9.425803372,0
3828,4202,3772,4757,4306,4548,4266,3204,2584,2132,1970,2092,2020,1781,1768,1963,1704,1903,2274,2223,2363,2253,2481,0,7,246,Non-cropland,Non-cropland,Non-cropland,Non-cropland,Shrub land (cactus inerme) - MS,35.20959002,9.376016656,0
2760,3528,2854,3560,3887,3119,3038,2588,2305,1928,1985,1978,1835,1767,1707,1671,1820,1984,2330,2336,2150,3397,3416,0,7,247,Non-cropland,Non-cropland,Non-cropland,Non-cropland,Grassland (esparto)-LS,35.31731313,9.408786259,0
2895,2962,3188,3372,3169,3064,3075,2965,2609,2165,2077,2317,2132,1906,2051,2165,2403,2424,2555,3011,2984,2886,3185,0,7,252,Non-cropland,Non-cropland,Non-cropland,Non-cropland,Shrub land (rosmarinus/other vegetation,35.4850285,9.333870413,0
3122,3990,3092,3218,3828,3244,3162,3013,2655,2231,2189,2304,2160,2078,2152,2168,2145,2228,2768,2975,2975,3526,3274,0,7,253,Non-cropland,Non-cropland,Non-cropland,Non-cropland,Shrubland(Cactus),35.51439997,9.348675191,0
2191,2064,2280,2625,2756,3204,3523,3118,2407,1950,1831,1554,1694,1548,1518,1518,1556,1572,1660,1978,1955,1728,1807,0,7,254,cropland,Non-cropland,Non-cropland,Non-cropland,Shrubland,35.60312448,9.297455692,0
3836,3562,5648,5770,6191,7141,7374,6389,4790,2160,2031,1766,1936,1685,2272,1620,2228,1558,1658,1644,2029,2283,2393,0,7,259,Non-cropland,Non-cropland,Non-cropland,Non-cropland,Shrubland-LS,35.81914993,9.274239134,0
3358,4203,5086,4719,3835,5053,3641,4770,2913,2822,2927,2522,2557,2082,2281,2037,2171,2349,3287,2082,3683,4203,4051,0,7,274,Non-cropland,Non-cropland,Non-cropland,Non-cropland,Shrubland/Grassland,35.80284193,9.812811888,0
4818,4151,4743,4862,4172,3910,4126,3867,3630,3582,3467,3512,3445,3122,3149,3476,3710,3700,3798,4174,4307,4472,4605,0,7,275,Non-cropland,Non-cropland,Non-cropland,Non-cropland,Forests (Pinus halepensis) - LS,35.8359626,9.741766762,0
4454,4743,5886,7280,7051,7990,6873,6347,4953,3012,2256,2208,2352,2240,2315,2478,2329,2251,3599,4435,3702,3440,3495,0,7,277,Non-cropland,Non-cropland,Non-cropland,Non-cropland,Forest/Shrubland,35.8346245,9.662738222,0
