idx,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,BQA,amplitude,phase,class,croptype 
0,0.11900264,300.3709717,299.0056458,0.095006585,0.085757717,0.05823547,0.303929985,0.166057199,0.085473627,0.077306591,0.001300011,20512,0.006319421,2.480757442,0,Others
1,0.13482514,301.4963684,299.4758301,0.111978099,0.090732127,0.072621062,0.270909101,0.193868101,0.114700772,0.080971241,0.001389668,20480,0.097818923,1.056958205,0,Others
2,0.130297691,306.974762,304.8809814,0.114177763,0.108883873,0.122356325,0.240763158,0.293848842,0.219091028,0.113991648,0.00140901,20480,0.027511426,-1.088813794,0,Others
3,0.145217746,304.3216858,300.584137,0.130729571,0.129744276,0.136987984,0.249993727,0.26908955,0.209544584,0.111287162,0.001300011,20480,0.015412773,-1.627299248,0,Others
4,0.13070254,301.4385071,298.9474487,0.111241102,0.099909708,0.089476652,0.252942711,0.201106399,0.124622278,0.097952046,0.001432896,20480,0.05721889,2.001618506,0,Others
5,0.122976229,309.8810425,308.3192139,0.107866555,0.097737372,0.105831817,0.196780205,0.275009304,0.259781539,0.098648846,0.001609886,20480,0.058431646,2.119016088,1,Sugarcane
6,0.100693122,300.2107544,300.0168457,0.078450322,0.055398442,0.034604672,0.057893805,0.014569121,0.01113699,0.046850141,0.001177232,20512,0.12515798,-0.400882074,0,Others
7,0.140134573,301.9284058,299.533783,0.123071201,0.116845988,0.111807592,0.265481621,0.251870126,0.175200462,0.116868377,0.001346192,20480,0.069891345,2.02713933,0,Others
8,0.127472594,306.4057617,304.415802,0.1095469,0.099491224,0.096850768,0.212691933,0.232070714,0.179586545,0.097189315,0.001113774,20480,0.208589093,1.835434613,1,Sugarcane
9,0.134043708,303.0052185,300.5813904,0.117853664,0.115211308,0.10601186,0.285717815,0.254828781,0.167785779,0.114064984,0.001620417,20480,0.121519835,1.836243723,1,Sugarcane
10,0.127202764,305.4499207,303.4848633,0.107758313,0.094930679,0.092332557,0.19596836,0.211051613,0.137193784,0.081047714,0.001436658,20480,0.034509272,2.970740807,0,Others
11,0.108535349,311.6805725,310.1575012,0.090676844,0.077793896,0.093898937,0.138767391,0.185091108,0.169086248,0.089606762,0.001532049,20480,0.133453694,1.97201373,0,Others
12,0.132936567,303.466095,300.9507141,0.115363702,0.101959489,0.093345791,0.23501122,0.235080317,0.162324488,0.08369568,0.00105246,20480,0.060720705,0.90930285,0,Others
13,0.10609135,304.8477173,304.1107788,0.086539999,0.076975882,0.054402616,0.343602359,0.187838912,0.095437288,0.069502786,0.001447095,20512,0.195081259,-2.390887306,0,Others
14,0.156889111,303.7754517,301.710907,0.141872704,0.135654256,0.141202018,0.25317654,0.372734815,0.315260768,0.130334035,0.001224475,20480,0.03688168,1.7635619,1,Sugarcane
15,0.10330832,301.4768982,300.6399536,0.083623424,0.073818609,0.051992886,0.252628803,0.161721319,0.085802123,0.065319292,0.00143302,20512,0.247045826,-2.871406902,0,Others
16,0.136460349,302.1472778,299.5889893,0.119578421,0.105161197,0.092729107,0.253486842,0.228728801,0.168012738,0.097962663,0.001246474,20480,0.129069349,1.867362444,1,Sugarcane
17,0.133506283,300.8209839,298.8282166,0.115858294,0.111532383,0.095327012,0.304070503,0.21320644,0.11337968,0.103821941,0.001420981,20480,0.097375584,1.944814944,1,Sugarcane
18,0.155623168,304.3895264,301.3871765,0.135472089,0.114863567,0.111083739,0.31782198,0.289942652,0.179722607,0.110313326,0.001450966,20480,0.220966075,1.702469744,0,Others
19,0.13834314,301.4385071,299.8342896,0.121212594,0.113822944,0.102313012,0.29679507,0.2653822,0.172693804,0.113464661,0.001501129,20480,0.039188249,2.243041548,1,Sugarcane
20,0.106479652,300.8009033,299.6394653,0.085073464,0.071467616,0.054795414,0.268704891,0.142284095,0.079275385,0.060098208,0.001200779,20512,0.128051073,-1.859517415,1,Sugarcane
21,0.122167043,310.3477783,308.8642273,0.108786389,0.107663423,0.131402463,0.22011131,0.283810854,0.254365504,0.116213813,0.001355286,20480,0.200035551,1.325385047,1,Sugarcane
22,0.140076265,301.5657959,299.4233398,0.122019738,0.106509417,0.099302247,0.264881819,0.225045234,0.159653306,0.100575939,0.001074853,20480,0.111716731,1.069243046,1,Sugarcane
23,0.109406397,306.0878906,305.4915771,0.092153326,0.079253376,0.075856678,0.190980643,0.22990635,0.162653804,0.073868394,0.001742729,20480,0.054582208,-0.552718687,0,Others
24,0.122836463,306.1586304,304.7324829,0.106867,0.100909978,0.109925091,0.239643961,0.269571781,0.189983219,0.102469854,0.001148472,20480,0.073191235,-1.640770583,1,Sugarcane
25,0.112121731,301.9806519,300.5847168,0.091908693,0.078954898,0.062532395,0.219938129,0.187090844,0.113842525,0.071008995,0.001367714,20512,0.099918963,2.333302427,0,Others
26,0.111913651,302.6431885,301.7346191,0.092031226,0.076395683,0.065703914,0.214498803,0.178265452,0.109136581,0.072359525,0.001374437,20512,0.113949194,1.810837815,0,Others
27,0.154973134,305.3554688,302.9015808,0.133859038,0.111733772,0.104077809,0.194095597,0.239477664,0.185367242,0.107327983,0.001658248,20480,0.102264701,1.713100907,1,Sugarcane
28,0.129085317,302.7090759,300.8203735,0.110263489,0.108354539,0.105291262,0.267818362,0.228177071,0.147337869,0.097823858,0.001277597,20480,0.054654242,0.750967182,1,Sugarcane
29,0.15268597,304.7574158,301.3762817,0.131355196,0.107857637,0.093219817,0.239357293,0.223032966,0.138701424,0.113467202,0.001733422,20480,0.045906166,1.408742685,0,Others
30,0.124933131,300.3522644,299.7259521,0.10449554,0.092731968,0.078977078,0.26027602,0.197826684,0.110598207,0.088204771,0.001480139,20512,0.094711916,-1.251880696,1,Sugarcane
31,0.112255849,304.6497192,303.3058777,0.095102608,0.087184891,0.08183451,0.204856873,0.191467375,0.128387973,0.086407661,0.001814606,20480,0.143381215,3.015883391,1,Sugarcane
32,0.122058548,305.1060791,304.043335,0.107662357,0.099942483,0.102957562,0.226163238,0.193071142,0.141473278,0.093727395,0.001643882,20480,0.048867656,2.165791014,0,Others
33,0.140790239,303.5093689,301.5532227,0.126280531,0.118288673,0.110934265,0.24660331,0.234213307,0.159952268,0.116330951,0.001231603,20480,0.042304705,0.864773882,1,Sugarcane
34,0.11198099,306.7674866,305.8686523,0.09549889,0.083072007,0.082415462,0.174492717,0.220572948,0.155968055,0.081291623,0.001700013,20480,0.048032423,-1.177140696,0,Others
35,0.114449278,308.3567505,306.5441284,0.099213511,0.095135979,0.089159757,0.258246839,0.248449311,0.190680414,0.090434864,0.001822912,20480,0.169304523,1.896898298,1,Sugarcane
36,0.109873004,301.6748352,300.9026489,0.094355114,0.090017676,0.08602038,0.251274645,0.186425284,0.110345662,0.087218091,0.001418198,20480,0.120104769,3.062029226,1,Sugarcane
37,0.139194071,293.3306885,292.7634583,0.116666839,0.080674365,0.06080012,0.05065107,0.042268094,0.033060946,0.07231494,9.65E-04,20512,0.105244027,0.554446071,0,Others
38,0.135499239,302.2600403,301.2536621,0.118611112,0.103987604,0.099585682,0.253330529,0.216874182,0.124734268,0.100437418,0.001231603,20480,0.179033013,2.032781852,1,Sugarcane
39,0.113632202,300.2315063,298.8613586,0.092054203,0.079401284,0.059739202,0.267170846,0.174065918,0.090838328,0.068156287,0.00187791,20512,0.036794115,2.781461372,0,Others
40,0.124862634,298.4255066,297.2967224,0.103678979,0.090534367,0.064357102,0.264063746,0.149658456,0.078900479,0.082719252,0.001231603,20512,0.039348165,2.257360417,0,Others
41,0.111718707,302.5136108,300.9136047,0.093157448,0.088271841,0.068360358,0.264226228,0.150690213,0.076956756,0.081776358,0.001436125,20512,0.143874735,2.51520144,1,Sugarcane
42,0.129800826,307.5229492,305.8434753,0.117386609,0.111827761,0.129129648,0.224285737,0.251721919,0.235712588,0.121416911,0.001460394,20480,0.098610307,2.871933335,0,Others
43,0.114898056,300.3103027,299.1707153,0.096448347,0.095096737,0.084829941,0.271692574,0.196268156,0.111407615,0.084743723,0.001429123,20480,0.076020633,-1.423411917,1,Sugarcane
44,0.12750119,299.6610107,297.7056885,0.106220275,0.094981015,0.067596816,0.386187404,0.181440458,0.08719644,0.07130485,0.00136596,20512,0.073169264,2.513106224,0,Others
45,0.133037895,299.2486572,298.2804565,0.111896336,0.1053643,0.09205012,0.300643802,0.180650443,0.112238094,0.113064818,0.001279452,20480,0.118319426,2.850248056,0,Others
46,0.098962009,302.6974182,302.282959,0.0786791,0.059154768,0.048141383,0.156060606,0.141135693,0.086564109,0.054286338,0.001501929,20512,0.166852435,-1.86058653,0,Others
47,0.120622456,302.4632263,300.9807739,0.104497641,0.103181228,0.093819231,0.289644241,0.200248584,0.112691812,0.089526102,0.00145224,20480,0.123391002,-2.789741902,1,Sugarcane
48,0.118558116,305.0556641,303.3163452,0.102147534,0.091328442,0.087301821,0.275672555,0.261159599,0.189355254,0.08293131,0.00119865,20480,0.085584896,-2.876716181,0,Others
49,0.120415486,304.7521362,303.5839233,0.098538809,0.087659746,0.083029062,0.232571185,0.188523978,0.132283419,0.080956824,0.001472427,20480,0.057041931,-2.724220801,1,Sugarcane
50,0.124192625,304.8160706,303.7240295,0.110009417,0.103344753,0.110892788,0.178101584,0.218501344,0.190582991,0.104648054,0.00138675,20480,0.170545323,2.306887049,1,Sugarcane
51,0.16010119,305.10849,302.0691528,0.142598391,0.126636431,0.137760922,0.225866526,0.238202587,0.195058614,0.137357846,0.001410151,20480,0.051633122,1.484288388,0,Others
52,0.103913352,301.6292725,301.2032166,0.084486611,0.065465108,0.056639526,0.203162313,0.155100659,0.089183599,0.060245141,0.001362223,20512,0.083731904,2.731192066,0,Others
53,0.140401691,306.3518372,303.9968567,0.11679969,0.099630512,0.085218266,0.238755405,0.213359252,0.134401992,0.09579771,0.001634675,20480,0.077370326,2.08739283,0,Others
54,0.112407364,306.0130615,304.8283691,0.095322959,0.090068996,0.080812678,0.22918956,0.206770509,0.141247422,0.090669319,0.001526132,20480,0.168235191,2.497145138,1,Sugarcane
55,0.110946983,301.7744446,301.1069946,0.095807165,0.090991512,0.085916489,0.219841361,0.184100151,0.109265693,0.087678686,0.001550354,20480,0.175643355,2.090983058,1,Sugarcane
56,0.151578501,302.5586548,301.1963806,0.129525468,0.104896367,0.089127004,0.23090969,0.21165739,0.131289393,0.100996159,0.00145564,20480,0.082499106,1.794560659,0,Others
57,0.109796882,306.8776245,306.6057434,0.093031377,0.075116038,0.079082981,0.129498005,0.251957178,0.208492011,0.074719742,0.001679759,20480,0.140972665,-0.071469543,0,Others
58,0.114192344,305.6211548,304.4264526,0.097036704,0.081978634,0.080426738,0.164493352,0.221107602,0.169441968,0.079600833,0.001705033,20480,0.087165684,2.770495424,0,Others
59,0.113684788,306.177948,305.0806274,0.095012844,0.083618455,0.081328005,0.199857622,0.222793654,0.161127299,0.084956989,0.001553749,20496,0.116140525,2.857387175,0,Others
60,0.106964514,300.7082214,300.0759888,0.089062735,0.076983944,0.070948064,0.192592978,0.174044222,0.106426276,0.073140278,0.001627706,20512,0.156236455,2.938920867,1,Sugarcane
61,0.143435955,293.0269775,292.7015381,0.125519976,0.092469841,0.070153505,0.059494235,0.04586383,0.037728034,0.085152954,8.45E-04,20512,0.122891652,0.192214461,0,Others
62,0.106259212,300.9317932,300.4657593,0.08675354,0.072674736,0.063516498,0.174371064,0.174312115,0.096412957,0.070278242,0.001125364,20512,0.055377294,-0.397577129,0,Others
63,0.128467888,300.7232056,298.43927,0.107302748,0.096401297,0.07830786,0.291449696,0.205632538,0.11965853,0.080908895,0.001478384,20512,0.073979392,1.918399915,0,Others
64,0.111537471,303.0754089,302.3764038,0.095801324,0.091374218,0.08868175,0.251676559,0.215504125,0.134996623,0.089084342,0.001930885,20480,0.056228154,-1.127144105,1,Sugarcane
65,0.115886584,305.2709351,304.4633179,0.103226066,0.102417424,0.101865873,0.233184814,0.243075281,0.169651553,0.096901014,0.0020548,20480,0.076279805,0.253983357,1,Sugarcane
66,0.117207207,303.6210938,302.0042114,0.094436787,0.079364628,0.077268824,0.174519405,0.148362234,0.095228918,0.077803865,9.75E-04,20480,0.192941252,1.721080501,1,Sugarcane
67,0.115113467,311.1773682,308.2147827,0.095507137,0.08155553,0.092961639,0.162957937,0.221873984,0.180864632,0.084981218,0.00129918,20480,0.103878808,0.436298095,0,Others
68,0.130794659,301.4477539,299.218811,0.110734411,0.097747728,0.091523647,0.221585438,0.213024482,0.142821714,0.092570081,0.001182707,20480,0.113508603,1.226267255,0,Others
69,0.10799624,307.1252747,306.1516724,0.09153232,0.081381671,0.086150944,0.181270391,0.198217332,0.137072504,0.081773676,0.001819974,20480,0.155208782,2.58997978,1,Sugarcane
70,0.156441733,306.9224243,303.7023621,0.135520235,0.110120721,0.100996159,0.183240846,0.24672462,0.17782177,0.10593161,0.001620417,20480,0.055124038,1.460758093,0,Others
71,0.098654956,299.9377441,299.3546143,0.078049615,0.059406772,0.039543256,0.18892327,0.090839863,0.042876437,0.050802067,0.001434093,20512,0.211423305,-2.778342558,0,Others
72,0.155599087,305.9395142,303.0604858,0.13556838,0.115441382,0.109075658,0.228384867,0.271532893,0.185077056,0.108965106,0.001523873,20480,0.08015145,1.375819784,0,Others
73,0.124967396,306.15448,304.6721497,0.109089404,0.099798851,0.102290452,0.228750408,0.266891003,0.221491665,0.096368268,0.001271593,20480,0.104726891,2.417846864,1,Sugarcane
74,0.103206724,298.8442383,298.5694885,0.083267912,0.065186493,0.054551709,0.18794623,0.121895805,0.070352972,0.053854853,0.001237361,20512,0.208213433,3.077795384,0,Others
75,0.12659651,308.2213745,306.0229187,0.111378297,0.103303656,0.114916816,0.257419944,0.237785339,0.174078301,0.109680578,0.001400293,20480,0.034357942,-0.331921656,0,Others
76,0.109463796,303.460083,302.5886841,0.090799384,0.073282622,0.069056764,0.152626827,0.202498436,0.140331477,0.071669988,0.001963556,20512,0.12945942,3.05012863,0,Others
77,0.135185748,301.5125732,299.9279175,0.11787606,0.109098054,0.099581085,0.261685431,0.237429276,0.141724467,0.095594905,0.001404904,20480,0.054660896,2.245602025,0,Others
78,0.127371997,307.1444397,305.2631836,0.111328095,0.105531842,0.113644674,0.248096779,0.266283363,0.21002166,0.105118863,0.001419936,20480,0.137058035,1.992715603,1,Sugarcane
79,0.13162379,298.8214111,297.5853577,0.115962513,0.11015863,0.104838401,0.271773398,0.240863681,0.146519721,0.110918663,0.001248023,20480,0.053641057,-2.013395719,1,Sugarcane
80,0.110635549,300.0899658,299.0361328,0.088540994,0.077697173,0.051799648,0.316031456,0.159673274,0.073304899,0.067934722,0.001100438,20512,0.132332853,-1.537607986,1,Sugarcane
81,0.132924467,303.2906189,301.1309204,0.113604046,0.103357993,0.105556972,0.211140484,0.230299369,0.175952911,0.102395497,0.001074853,20480,0.014442054,2.556539416,1,Sugarcane
82,0.174176961,293.3033752,293.3252869,0.163714528,0.149951369,0.128960669,0.090340935,0.059669834,0.048855066,0.120786108,0.001053457,20480,0.127507184,-1.039991061,0,Others
83,0.15381752,304.6333923,302.6021423,0.134533137,0.114719115,0.108652122,0.235745981,0.264997542,0.163086534,0.111348569,0.001595487,20480,0.103115249,1.80336031,1,Sugarcane
84,0.125237197,306.4654541,304.5743408,0.108705491,0.104223624,0.106803514,0.251936674,0.262498647,0.181093097,0.102340087,0.001453622,20480,0.05800627,-2.745629162,0,Others
85,0.133091971,310.1849365,308.8388672,0.120398104,0.109713078,0.117149144,0.207909301,0.269242644,0.221189067,0.121355332,0.001314725,20480,0.137909452,1.721735229,0,Others
86,0.139601067,293.0817871,292.7307129,0.120654762,0.087482333,0.064534754,0.054059707,0.040429011,0.033481196,0.083907247,0.001001011,20512,0.125131686,0.217855534,0,Others
87,0.150422886,302.3474121,299.533783,0.128056869,0.105305649,0.087586179,0.266967773,0.192623451,0.100767903,0.096807048,0.001497029,20480,0.040369014,2.537285447,0,Others
88,0.152180389,306.7428589,303.4072876,0.132342279,0.112287506,0.106051989,0.225406617,0.269860774,0.206542566,0.109302163,0.001497029,20480,0.142876243,1.306956755,1,Sugarcane
89,0.150109902,304.6130981,301.2345581,0.129790291,0.109422535,0.098058961,0.269692242,0.2134936,0.122892059,0.097962663,0.001203764,20480,0.120971254,2.344022919,0,Others
90,0.118633643,306.6190796,305.0404663,0.10185802,0.089451194,0.084336966,0.198072851,0.203776225,0.153557613,0.090543687,0.001210547,20480,0.137570473,2.866380879,0,Others
91,0.115341648,303.6556702,302.8713074,0.0990519,0.090170756,0.090000495,0.200033545,0.20843488,0.145156458,0.080608502,0.001691648,20480,0.089258815,1.795562695,0,Others
92,0.112416551,305.1235962,304.4507446,0.093250766,0.080026865,0.075759158,0.171852112,0.21941328,0.174384475,0.074957661,0.001382922,20480,0.114722045,1.455650448,1,Sugarcane
93,0.152132243,303.0623474,299.9058838,0.129862517,0.103331469,0.086165734,0.249299809,0.196295887,0.105000161,0.096614443,0.00163712,20480,0.15756901,1.856197786,0,Others
94,0.128042415,302.4920959,300.8031006,0.108067982,0.098864511,0.083738424,0.235673755,0.220962301,0.135327637,0.09084335,0.001367253,20480,0.044544934,0.061047785,0,Others
95,0.15148221,305.4899597,302.9285278,0.130175501,0.10889288,0.095326439,0.300539106,0.238725707,0.153843433,0.097625606,0.001372291,20480,0.062967512,1.419987087,0,Others
96,0.124038994,303.4998779,302.0402832,0.106395677,0.099477485,0.09585382,0.235015944,0.250304818,0.166398972,0.096284375,0.001365212,20480,0.082100462,-1.754189116,1,Sugarcane
97,0.110442325,302.7785034,301.1696777,0.089410104,0.080201991,0.064135201,0.288661361,0.20187971,0.105303884,0.083525017,0.001366416,20512,0.122278046,2.361003964,0,Others
98,0.111978024,312.5152893,310.8370972,0.094867632,0.089752227,0.110582232,0.167200655,0.219281167,0.19291383,0.095937744,0.001546387,20480,0.094020626,1.538657061,0,Others
99,0.11849229,303.7108459,302.3562927,0.10103301,0.090585992,0.085812397,0.28116703,0.222536787,0.152401432,0.084553875,0.001132044,20480,0.128299031,2.938281318,0,Others
100,0.119761735,305.6683044,304.2813416,0.101890981,0.089756235,0.102621257,0.164145067,0.246796682,0.210664898,0.089428976,0.001148988,20480,0.020060245,2.742630777,1,Sugarcane
101,0.167933911,303.1576538,301.7878418,0.153162614,0.153969392,0.154961467,0.251820624,0.234644562,0.141020954,0.095898502,0.001276052,20480,0.086715728,2.843743515,1,Sugarcane
102,0.103171036,299.4762878,298.8307495,0.082657576,0.060744181,0.05201523,0.164531738,0.148285896,0.080570474,0.060769796,0.001539655,20512,0.071252724,2.894703529,0,Others
103,0.138693422,302.024353,300.3669434,0.128229514,0.128552228,0.149998367,0.285296798,0.290101796,0.226856023,0.129831702,0.001091035,20496,0.174549727,2.202032177,1,Sugarcane
104,0.112477042,303.6773682,301.6477661,0.094164416,0.082892194,0.07401678,0.232572183,0.223860502,0.141902015,0.07692799,0.001451549,20496,0.012564823,0.658062703,0,Others
105,0.140358493,302.5586548,300.6361694,0.121730782,0.11404065,0.112322457,0.253919005,0.255699635,0.190137848,0.115435235,0.001495769,20480,0.062198624,2.213447847,1,Sugarcane
106,0.159643754,306.875885,303.7774048,0.142237261,0.128466159,0.133473828,0.255189121,0.299213499,0.227706119,0.129236564,0.001648333,20480,0.229856659,1.938337354,1,Sugarcane
107,0.131752774,303.2814941,301.526001,0.113055594,0.102261096,0.118680522,0.234050259,0.292470843,0.232085988,0.107147291,0.001128528,20480,0.010560858,-2.610890314,0,Others
108,0.142886087,293.1070862,292.6386108,0.124115586,0.104881391,0.072479777,0.047919538,0.034756381,0.028469147,0.090446658,0.001255183,20512,0.096006377,-0.479582346,0,Others
109,0.117703415,310.6821289,308.8120117,0.103135653,0.093656458,0.10724967,0.161634341,0.255048335,0.200662285,0.096522287,0.00162601,20480,0.205022693,2.182723889,0,Others
110,0.119881332,302.1947327,300.6815186,0.101191208,0.095603794,0.091972485,0.196907401,0.232868895,0.157436192,0.09800829,0.001192329,20480,0.094564129,1.795516037,1,Sugarcane
111,0.128602237,302.8885803,301.1718445,0.106478088,0.087623291,0.06303592,0.352329403,0.194728389,0.098707758,0.076786295,0.001271403,20512,0.037129188,-0.711144501,0,Others
112,0.11141102,301.4863281,300.9196777,0.095950574,0.091342524,0.087994501,0.217157751,0.197982043,0.126319304,0.087122157,0.001579301,20480,0.136519776,2.680768077,1,Sugarcane
113,0.121242017,305.6620483,305.2384033,0.109143093,0.104487464,0.118071795,0.213147223,0.254169732,0.209250942,0.104555428,0.001391189,20480,0.030043719,-0.436333033,0,Others
114,0.137876242,303.6055603,301.9020386,0.11871402,0.1029149,0.09939833,0.154171467,0.143988252,0.124644324,0.092466109,0.001154938,20480,0.049374884,1.31940441,0,Others
115,0.107024752,300.4249573,299.6508179,0.088210575,0.07721746,0.065202683,0.224746585,0.150373459,0.085529193,0.056268342,0.001588775,20512,0.100289857,2.7803186,0,Others
116,0.110437959,304.2017212,303.4910278,0.093369491,0.080562428,0.072063699,0.196651325,0.207501858,0.130424112,0.077711314,0.001589777,20480,0.076622074,0.842934185,0,Others
117,0.125898302,302.630249,301.1248474,0.108552963,0.097683221,0.096508026,0.251587868,0.266948491,0.168671802,0.096458688,0.001180076,20480,0.095588811,2.217022535,1,Sugarcane
118,0.101118073,303.3357849,302.7879639,0.082302779,0.06463597,0.060884699,0.206732005,0.169932157,0.083344363,0.05829864,0.001570501,20512,0.054804823,-0.347673436,0,Others
119,0.153191552,294.7857666,293.7897339,0.130825534,0.100322045,0.080556169,0.067362875,0.022173408,0.013096995,0.093340188,0.001829723,20512,0.102971372,-1.18077996,0,Others
120,0.118424654,309.4743042,308.1183777,0.103093535,0.094777502,0.098627642,0.203506738,0.23989287,0.217030585,0.096810058,0.001434778,20480,0.159365172,2.388885738,1,Sugarcane
