idx,SV01,SV02,SV03,SV04,SV05,SV06,SV07,SV08,SV09,SV10,SV11,SV12,SV13,SV14,SV15,SV16,SV17,SV18,SV19,SV20,SV21,SV22,SV23,Cropland,Longitude,Orchards,SoilCover,grasses,id,l1,l2,label,other,pcrop,scrop,shrubs,trees,water
1075,0.349485522,0.354658596,0.360594355,0.382174911,0.366097929,0.276628691,0.201430596,0.196266408,0.196266408,0.189390873,0.239269756,0.316426978,0.316426978,0.316426978,0.314304192,0.300737924,0.288029957,0.281567901,0.243350476,0.156914965,0.148868158,0.144131141,0.142892717,29,9.017646822,40,30,0,174,cropland,irrigated,Irrigated-orchards (aple) / Barren-SC-MS,1,Apple orchard,Barren,0,0,0
1074,0.468156043,0.462356065,0.461356129,0.491891566,0.492891535,0.496604276,0.486351731,0.370079499,0.276659834,0.214928896,0.169293547,0.139995782,0.139854012,0.138118753,0.137323256,0.138591453,0.157587808,0.17207385,0.17207385,0.182722474,0.162219944,0.161171854,0.165684694,90,9.039664105,5,3,0,173,cropland,Rainfed,Rainfed-wheat-SC-MS,2,Wheat,,0,0,0
1073,0.578230821,0.602473478,0.628047964,0.641706776,0.641834264,0.642157555,0.603231488,0.484856569,0.34586576,0.240812279,0.195288033,0.187966495,0.186603103,0.185549753,0.185665103,0.185887605,0.187146502,0.196962547,0.190595084,0.184360653,0.180228275,0.161923782,0.159397788,92,9.14994386,,,0,172,cropland,Rainfed,Rainfed-wheat-SC-MS,1,Wheat,,7,0,0
1076,0.262141289,0.283957047,0.347683867,0.402643904,0.402643904,0.402643904,0.332692282,0.255644204,0.208365711,0.17974584,0.159413891,0.154036501,0.149176418,0.148178732,0.148178732,0.162873664,0.170235509,0.175076744,0.175076744,0.164919084,0.158617357,0.158598142,0.165237282,40,9.060646032,39,20,0,175,cropland,Rainfed,Rainfed- orchards (olive) /Barren -SC-MS,1,Olive Orchard,Barren,0,0,0
1155,0.207647613,0.206975891,0.206381077,0.207836761,0.21198444,0.211804442,0.211804442,0.202984614,0.19109202,0.188984785,0.185717195,0.182525388,0.182525388,0.177817829,0.178718057,0.189044377,0.20282209,0.21761917,0.224888487,0.224888487,0.224683434,0.185708711,0.165095097,93,9.297455692,,,0,254,cropland,Rainfed,Shrubland,2,,,5,0,0
1157,0.189978212,0.186055315,0.208824885,0.260495125,0.317982964,0.335333433,0.335536033,0.335536033,0.271192232,0.227118832,0.206740627,0.196385991,0.189585137,0.181569153,0.190053948,0.195187687,0.202237945,0.208480956,0.207714136,0.207714136,0.196906344,0.193676206,0.198186725,90,9.257675389,,,0,256,cropland,Rainfed,Rainfed -Wheat -SC-SS,0,Wheat,,10,0,0
1156,0,0,0.032463365,0.098574958,0.13215888,0.13215888,0.134177535,0.133822953,0.129101776,0.123506532,0.117067969,0.114606105,0.114606105,0.114606105,0.118504192,0.12105321,0.121088653,0.121088653,0.119496359,0.11932174,0.089420407,0.031251551,0.003280705,90,9.260114212,,,0,255,cropland,Rainfed,Rainfed - Oilve Orchards/fodder (Oat)-SC-SS,0,Olive Orchard,Fodder,10,0,0
1158,0.237210555,0.236169464,0.234800635,0.234270707,0.233607534,0.232739961,0.228198954,0.220012797,0.210458554,0.205605976,0.202592196,0.205161935,0.205417759,0.20915007,0.21943861,0.221849304,0.223523508,0.227408894,0.234913097,0.241603683,0.243712214,0.245051112,0.244281479,0,9.240837357,,,0,257,cropland,Rainfed,Rainfed Wheat- LS,0,Wheat,,100,0,0
1159,0.228581318,0.230392462,0.239036929,0.248016305,0.257042117,0.2827637,0.313449728,0.313086957,0.313086957,0.268774439,0.23467502,0.225144999,0.221298563,0.214850521,0.204113641,0.204113641,0.204713485,0.208034128,0.214913606,0.228448607,0.231984006,0.236308434,0.230256935,100,9.212302977,,,0,258,cropland,Rainfed,Rainfed - Barley -SC-SS,0,Barley,,0,0,0
1160,0.266031539,0.277888274,0.382897145,0.502129078,0.632354698,0.635950389,0.639655799,0.547340349,0.367951929,0.249525587,0.199010731,0.195823074,0.195770862,0.194003378,0.199502453,0.200252652,0.204011256,0.235048344,0.235048344,0.235048344,0.2193024,0.174911344,0.166553603,97,9.274239134,,,0,259,Non-cropland,,Shrubland-LS,1,,,1.5,0.5,0
1181,0.323783309,0.352764388,0.389617825,0.430456025,0.431017133,0.431046739,0.414773264,0.318825494,0.238467507,0.193485603,0.165272238,0.160976094,0.163547796,0.171856371,0.17694925,0.184329618,0.198619733,0.201183031,0.205461648,0.205461648,0.185503578,0.206416722,0.238405121,100,9.540579672,,,0,280,cropland,Rainfed,Rainfed-Olive Orchards/Barley-SC-SS,0,Olive Orchard,Barley,0,0,0
1162,0.192530844,0.203346278,0.241604011,0.274994413,0.32876876,0.330090654,0.330810264,0.310018941,0.24682145,0.20309237,0.185204746,0.183008415,0.181467097,0.181467097,0.185539136,0.190804758,0.197903703,0.214633618,0.214633618,0.212273237,0.201359655,0.184845975,0.190031675,100,9.522801623,,,0,261,cropland,Rainfed,Rainfed - Barley -SC-LS,0,Barley,,0,0,0
1161,0.344241908,0.342793305,0.377119472,0.404833017,0.404833017,0.405455783,0.396763398,0.294546942,0.22674691,0.206153632,0.192292118,0.185587156,0.183812015,0.187087552,0.190006384,0.190495703,0.211090807,0.246954007,0.257303673,0.26819783,0.264881314,0.26888772,0.272715438,80,9.496592661,10,8,0,260,cropland,Rainfed,Rainfed - Barley -SC-SS,2,Barley,,0,0,0
1164,0.357444708,0.359103929,0.360949803,0.36359622,0.369851268,0.376466789,0.373872222,0.380693447,0.391380273,0.411151993,0.430047576,0.435846726,0.435979216,0.433078501,0.431135409,0.424510509,0.424510509,0.430609422,0.438341632,0.438341632,0.438303494,0.363681583,0.27838698,5,9.639029774,45,35,0,263,cropland,Rainfed,Rainfed - Barley -SC-LS,5,Barley,,10,0,0
1165,0.314100166,0.314100166,0.314100166,0.314177576,0.395984742,0.496319701,0.546510134,0.57677629,0.64369441,0.666053874,0.666053874,0.665806372,0.660425752,0.652585722,0.637865746,0.63643395,0.638457212,0.638457212,0.663964013,0.644650283,0.594163219,0.481530245,0.400965455,10,9.696305438,46,35,0,264,cropland,Rainfed,Irrigated orchards (peach) /Barren-SC-SS,3,Peach Orchard,Barren,5,1,0
1167,0.220181005,0.214708711,0.231458836,0.237321849,0.261218423,0.262389906,0.264618857,0.241727498,0.214015291,0.209424974,0.202381154,0.196214484,0.194262305,0.191779974,0.194158818,0.194486048,0.202685914,0.231642812,0.240307348,0.240307348,0.238407356,0.219595602,0.215678525,,9.842767592,50,50,0,266,cropland,Rainfed,Rainfed - orchards (Almond)/Barren -SC-LS,0,Almond Orchard,Barren,0,0,0
1168,0.205207411,0.204056761,0.222748236,0.266486109,0.355756254,0.477917701,0.476427719,0.476427719,0.472976976,0.413872509,0.412560259,0.408133009,0.406778331,0.393648421,0.381823348,0.381823348,0.383085857,0.410249198,0.441047254,0.441047254,0.424909172,0.316705488,0.229887493,,9.890474965,60,40,0,267,cropland,irrigated,Irrigated-orchards (Olive)/Wheat - DC-SS,0,Olive Orchard,Wheat,0,0,0
1166,0.388563307,0.369134568,0.340048791,0.314743892,0.300208546,0.298512194,0.296013367,0.293192086,0.293608998,0.296362173,0.295753323,0.294295151,0.28890576,0.287731024,0.282267671,0.275899365,0.296658848,0.327839302,0.35258764,0.35258764,0.35258764,0.337040314,0.328635221,,9.744070761,55,40,0,265,cropland,Rainfed,Rainfed - orchards (olive)/Barren -SC-LS,5,Olive Orchard,Barren,0,0,0
1175,0.336665016,0.326605599,0.321855783,0.321855783,0.321855783,0.32526763,0.327762655,0.305443818,0.268828696,0.232509612,0.204602437,0.200460843,0.200460843,0.200641145,0.206065498,0.213372524,0.220435796,0.222772656,0.222772656,0.22369181,0.227152811,0.232110947,0.234066554,10,9.812811888,44,31,0,274,Non-cropland,,Shrubland/Grassland,5,,,0,10,0
1174,0.151095817,0.151095817,0.155763618,0.164656634,0.19955583,0.228320936,0.234373649,0.236083061,0.235363,0.24025384,0.269494208,0.289964965,0.296596946,0.296596946,0.288846906,0.289225383,0.289225383,0.305368887,0.317022962,0.337786736,0.366434532,0.379141048,0.387535456,50,9.863619036,30,20,0,273,cropland,irrigated,Irrigated-Wheat/Barley-SC-SS,0,Wheat,,0,0,0
1176,0.411096453,0.411096453,0.444505996,0.444505996,0.444505996,0.436783195,0.417272684,0.393376735,0.374178136,0.362074955,0.355611853,0.352488113,0.346369457,0.341434192,0.349483924,0.350204943,0.35430073,0.365394928,0.369624097,0.367654712,0.363425824,0.348707953,0.335273698,0,9.741766762,,,0,275,Non-cropland,,Forests (Pinus halepensis) - LS,0,,,100,0,0
1177,0.197157432,0.220377088,0.240194853,0.254235796,0.276212764,0.283748093,0.284070268,0.284445258,0.250932539,0.222299895,0.209231431,0.201529632,0.199145908,0.197912371,0.193638266,0.195274326,0.197489003,0.207217787,0.210025907,0.212846538,0.219335091,0.216428632,0.216692039,99,9.699753098,,,0,276,cropland,Rainfed,Rainfed - Olive Orchards/Barley- SC-MS,0,Olive Orchard,Barley,0,1,0
1178,0.360876078,0.359488623,0.360105718,0.388990286,0.41533716,0.41533716,0.420264552,0.341371766,0.275223475,0.24776445,0.232460119,0.225015679,0.223339477,0.223339477,0.227453299,0.23320668,0.259185313,0.259185313,0.259185313,0.256563068,0.237019741,0.24203838,0.254372481,13,9.662738222,50,30,0.5,277,Non-cropland,,Forest/Shrubland,0.5,,,5,1,0
1163,0.25019703,0.24355878,0.236857953,0.227689977,0.218580114,0.215630629,0.215139616,0.217236367,0.218290431,0.214156822,0.208379264,0.20109165,0.20109165,0.20109165,0.203261497,0.227638302,0.248716767,0.2498082,0.2498082,0.248986854,0.248946465,0.250194653,0.251589308,10,9.631145282,40,35,0,262,cropland,Rainfed,Rainfed - Barley - SC-MS,2,Barley,,13,0,0
1179,0.230166905,0.231505147,0.253150458,0.260074707,0.268975609,0.270192751,0.274616598,0.26471988,0.245790075,0.230434084,0.220642076,0.21746848,0.21746848,0.21746848,0.226741452,0.244176097,0.244176097,0.244052977,0.238588153,0.236436156,0.232720286,0.220101658,0.210193116,80,9.619505724,10,8,0,278,cropland,Rainfed,Rainfed-Barley-SC-LS,2,Barley,,0,0,0
1180,0.208550428,0.223393188,0.298313427,0.335100626,0.375636007,0.375636007,0.377975121,0.348858301,0.288651764,0.252178025,0.23014358,0.208962287,0.20153351,0.199983384,0.199983384,0.215790751,0.231189459,0.24343618,0.24343618,0.241245071,0.238554805,0.22351004,0.223808758,90,9.567784705,5,5,0,279,cropland,Rainfed,Rainfed-Barley-SC-SS,0,Barley,,0,0,0
1064,0.464760974,0.460874856,0.41371855,0.323360072,0.2706159,0.264871846,0.248809424,0.218583133,0.193081392,0.172494876,0.166647617,0.171559597,0.171559597,0.171559597,0.16738108,0.16738108,0.167417421,0.166152057,0.166152057,0.166544833,0.167562513,0.203879213,0.243995503,98,9.728279503,,,0,163,cropland,Rainfed,Rainfed-wheat-SC-LS,2,Wheat,,0,0,0
1065,0.286346371,0.323258848,0.422489585,0.534439683,0.646182732,0.647870868,0.647870868,0.529819222,0.404504319,0.325218054,0.2634328,0.201887898,0.170768336,0.167481358,0.167263597,0.166342508,0.197850501,0.197850501,0.197850501,0.197805365,0.178002218,0.2207695,0.27314523,94,9.663514577,,,0.5,164,cropland,Rainfed,Rainfed-wheat (tendre)-SC-MS,0.5,Wheat,,4.5,0.5,0
80,0.790318933,0.803877677,0.817050961,0.83881278,0.83881278,0.839407861,0.796546986,0.601917597,0.365335049,0.226682439,0.182688158,0.174462867,0.177020964,0.179171978,0.187748737,0.1951724,0.213435295,0.226179736,0.248518864,0.305779491,0.349619022,0.377901353,0.393730772,82,9.591232168,8,7,0,79,cropland,Rainfed,Rainfed-SC-oats/barley-LS,2,Oats,,,1,0
1066,0.207788233,0.26907323,0.344563362,0.481196604,0.693170782,0.74028787,0.74028787,0.740734712,0.531001826,0.339341585,0.255546463,0.222024617,0.197630339,0.189974968,0.184847946,0.172918194,0.193233933,0.226457436,0.225866952,0.222641915,0.190384747,0.090928395,0.015482367,100,9.628045294,,,0,165,cropland,Rainfed,Rainfed-barley-SC-LS,0,Barley,,0,0,0
82,0.353223319,0.363586204,0.364824645,0.385107289,0.495929737,0.506389126,0.506389126,0.506389126,0.35156811,0.259453729,0.211083055,0.197240157,0.196964667,0.200978728,0.230551072,0.233622153,0.248644477,0.310300608,0.338506047,0.385520176,0.389675624,0.379108163,0.392920437,85,9.575805556,4,3.5,1,81,cropland,Rainfed,Rainfed-SC-barley-LS,0.5,Barley,,3.5,2.5,0
81,0.537108898,0.521010445,0.553654676,0.553654676,0.553654676,0.538564576,0.523472332,0.505495031,0.506130251,0.516662032,0.53661963,0.532678647,0.527681161,0.503775284,0.48021781,0.496820503,0.506712266,0.53160554,0.53160554,0.53160554,0.516495668,0.456554503,0.447378902,0,9.583286095,,,0,80,Non-cropland,,Forests/shrublands-VLS,0,,,100,0,0
1068,0.291377727,0.344285006,0.46919031,0.668009883,0.75786373,0.75786373,0.760033647,0.524098621,0.362922355,0.322616608,0.286604438,0.229325397,0.189381259,0.176324678,0.175207544,0.189743099,0.23285663,0.246813865,0.245907366,0.245907366,0.184154919,0.177010883,0.186767239,100,9.381955101,,,0,167,cropland,Rainfed,Rainfed-wheat-SC-LS,0,Wheat,,0,0,0
76,0.215166163,0.25785867,0.372680987,0.585078921,0.751479591,0.752220303,0.752220303,0.510001594,0.33310022,0.286419302,0.255081316,0.211284886,0.175612026,0.159425573,0.149424848,0.163637292,0.189567188,0.208019203,0.208019203,0.208201592,0.154571432,0.156831648,0.18396968,100,9.380987449,,,0,75,cropland,Rainfed,Rainfed-SC-wheat-VLS,0,Wheat,,0,0,0
77,0.491528469,0.523563937,0.564033987,0.605734892,0.60610674,0.609555185,0.534975277,0.327554428,0.219099455,0.210448513,0.200287131,0.203350308,0.204966621,0.209913727,0.216319955,0.22467076,0.248488658,0.265797115,0.277722181,0.303991936,0.297144362,0.316614297,0.347997089,15,9.414722222,52,29,0,76,cropland,Rainfed,Rainfed-olive orachards /Barren-VLS,0,Olive Orchard,Barren,1,2,1
78,0.263989932,0.274717093,0.280201074,0.284920534,0.288812727,0.288812727,0.288812727,0.29012753,0.280664486,0.267717633,0.251346656,0.230380415,0.219549431,0.219549431,0.219549431,0.224434616,0.227274304,0.228232564,0.21509216,0.200676809,0.186046986,0.180918658,0.176061456,26,9.471769392,,,,77,Non-cropland,,Waste lands/rangelands,0,,,70,4,0
1067,0.37485302,0.372302198,0.372302198,0.382323126,0.638710737,0.638710737,0.638710737,0.594490904,0.407310258,0.242928696,0.19204541,0.166028696,0.157795859,0.177678827,0.187231883,0.170119244,0.173654805,0.247564953,0.227096871,0.207100049,0.152437544,0.099895536,0.097279908,100,9.544381705,,,0,166,cropland,Rainfed,Rainfed-barley-SC-LS,0,Barley,,0,0,0
79,0.698394597,0.706816083,0.735567011,0.797388494,0.797388494,0.797388494,0.756044203,0.588094719,0.424022206,0.316491324,0.25009215,0.207136845,0.190839005,0.181371353,0.181371353,0.211622466,0.248774898,0.248774898,0.228926744,0.206943317,0.174580909,0.197269444,0.249442519,96,9.518071415,,,0.5,78,cropland,Rainfed,Rainfed-SC-wheat-VLS,2,Wheat,,1,0.5,0
1182,0.512604838,0.523868617,0.580645068,0.66388305,0.74101832,0.736415833,0.733987458,0.517923926,0.353417536,0.309341409,0.292807809,0.290858741,0.290501914,0.277359561,0.278170209,0.278871317,0.307291612,0.37070446,0.372081648,0.377238162,0.335645573,0.313818238,0.314400928,57,9.482342101,30,7,0,281,cropland,irrigated,Irrigated-Barley - DC-MS,0.5,Barley,,0,5.5,0
1183,0.307117879,0.288037975,0.273525278,0.256078394,0.241344242,0.235613407,0.230289861,0.223621648,0.213362941,0.197834793,0.187948653,0.187505533,0.188345861,0.188345861,0.188586968,0.196331404,0.206625043,0.21364656,0.215721771,0.220765847,0.227190616,0.237408579,0.244384424,,9.445952394,50,50,0,282,cropland,Rainfed,Rainfed - Wheat/Barley -SC-LS,0,Wheat,,0,0,0
1184,0.192577637,0.230593854,0.290293783,0.444348628,0.679815612,0.681950033,0.686836811,0.622454684,0.43657694,0.30981006,0.231477585,0.198558143,0.193116181,0.193116181,0.193116181,0.198161001,0.222995203,0.27442064,0.262151368,0.262151368,0.219936249,0.171057526,0.177752462,100,9.431767728,,,0,283,cropland,irrigated,Irrigated-Wheat-SC-MS,0,Wheat,,0,0,0
1185,0.229572465,0.27160484,0.336881543,0.411763671,0.567950213,0.597819626,0.602953917,0.606089901,0.369916454,0.225694393,0.159371481,0.135988497,0.135988497,0.141319816,0.182628102,0.209147181,0.211762614,0.299599454,0.275594508,0.273053687,0.243938796,0.150662999,0.173733593,100,9.41773099,,,0,284,cropland,Rainfed,Rainfed-Olive Orchards/Wheat-SC-LS,0,Olive Orchard,Wheat,0,0,0
1186,0.223868265,0.274517682,0.395469938,0.604300315,0.795892507,0.795892507,0.78421915,0.6976873,0.489122016,0.336869781,0.268513449,0.225774824,0.178233271,0.16170741,0.142918243,0.161072453,0.188905991,0.218862633,0.235762176,0.237320448,0.210148762,0.183239897,0.178134373,100,9.409316793,,,0,285,cropland,irrigated,Irrigated -fodder (Oat)-SC-MS,0,Fodder,,0,0,0
1069,0.305797405,0.366956545,0.459041141,0.583211821,0.653292004,0.654083669,0.654933085,0.434195715,0.277382315,0.222872591,0.182638531,0.166306853,0.159301876,0.156102695,0.155387596,0.159866265,0.182063882,0.228487842,0.227772743,0.225821486,0.182368661,0.151930576,0.151577021,96,9.332744383,,,0,168,cropland,Rainfed,Rainfed-Fava bean -SC-LS,1,Fababean,,2,1,0
75,0.566912621,0.419032566,0.306127579,0.283976687,0.283976687,0.262288657,0.213730841,0.192183712,0.188506461,0.182501881,0.160111387,0.137322991,0.124377263,0.122771187,0.12561936,0.140469429,0.130525508,0.10143204,0.10034927,0.091391131,0.076275996,0.037365314,0.025469483,90,9.295468727,,,0,74,cropland,Rainfed,Rainfed-SC-wheat-MS,0,Wheat,,10,0,0
1071,0.21203923,0.21402661,0.213150043,0.212641687,0.212629102,0.193352043,0.197373598,0.19645827,0.193386972,0.193133417,0.190083536,0.183316603,0.183316603,0.183316603,0.193403869,0.199947623,0.199947623,0.199947623,0.188798352,0.188798352,0.188798352,0.197100574,0.204123122,0,9.25504813,,,0,170,Non-cropland,,Forest (Cupressus sempervirens),0,,,100,0,0
1072,0.451174279,0.48931365,0.604499597,0.708830827,0.744550338,0.744283855,0.744283855,0.688473234,0.522368901,0.346767726,0.285302795,0.281556764,0.26956658,0.26755972,0.26755972,0.26755972,0.278067563,0.283237835,0.286566434,0.275056578,0.262039496,0.242027315,0.222747074,100,9.232409414,,,0,171,cropland,Rainfed,Rainfed -Fodder (Oat)-SC-MS,0,Fodder,,0,0,0
1070,0.368371054,0.372924592,0.389380944,0.389380944,0.389994174,0.369259473,0.328717188,0.280693412,0.227328328,0.17870929,0.153427609,0.152089181,0.152089181,0.152089181,0.159675166,0.169459782,0.169833668,0.164488483,0.1601786,0.153729155,0.148501302,0.156067225,0.163984957,48,9.276187033,28,20,0.5,169,cropland,Rainfed,Rainfed-wheat-SC-LS,1,Wheat,,2,0.5,0
1187,0.616732508,0.519666606,0.475385158,0.465264969,0.45514478,0.445322743,0.365148183,0.22861222,0.153781279,0.136651415,0.125891793,0.125662271,0.125662271,0.127403378,0.139777027,0.152443417,0.155809741,0.157506413,0.158093212,0.161636584,0.15989964,0.166356501,0.172393652,100,9.327759582,,,0,286,cropland,Rainfed,Rainfed-Wheat-SC-SS,0,Wheat,,0,0,0
1188,0.184483714,0.181316811,0.181316811,0.190598875,0.240450771,0.286469967,0.286546598,0.289999053,0.279949814,0.218056934,0.176663263,0.149066848,0.129593312,0.129593312,0.129593312,0.162057226,0.175496927,0.178184313,0.185552382,0.185670369,0.182629941,0.182629941,0.168702367,10,9.330213982,45,40,0,287,cropland,Rainfed,Rainfed - orchards (olive/Amandier)/Oats -DC-SS,1,Olive Orchard,Oats,4,0,0
1189,0.198158424,0.196170508,0.196977448,0.209513719,0.226245276,0.226245276,0.227373071,0.226728359,0.210212907,0.186870016,0.171348822,0.167593736,0.167593736,0.167722426,0.174956129,0.183444312,0.187880775,0.189329821,0.19169967,0.198417541,0.205428303,0.211563533,0.214466204,,9.289466838,50,45,0,288,cropland,Rainfed,Rainfed - Wheat/Barley-SC-LS,0,Wheat,,5,2,0
1190,0.304273368,0.38542604,0.481297282,0.566045006,0.566203018,0.56809172,0.550544622,0.411999221,0.300297963,0.231270378,0.193613731,0.186035192,0.186035192,0.186024152,0.186774917,0.193063761,0.218239941,0.232765183,0.246200168,0.253792026,0.224043631,0.220467441,0.228449478,100,9.272241956,,,0,289,cropland,Rainfed,Rainfed-Orchards (Olive/Alomnds)/Barren-LS,0,Olive/Almond Orchard,Barren,0,0,0
1191,0.483949115,0.481178083,0.518524102,0.646903551,0.646903551,0.647149652,0.592533225,0.391171932,0.278668093,0.220994803,0.187367753,0.174999521,0.171682685,0.171682685,0.171164541,0.201848684,0.270938851,0.270938851,0.270938851,0.239764138,0.214410808,0.287898947,0.347755608,97,9.264313471,,,0,290,cropland,Rainfed,Rainfed-Olive Orchards/Wheat (tendre)-SC-LS,1.5,Olive Orchard,Wheat,1.5,0,0
60,0.790004835,0.798881042,0.823205145,0.823675974,0.825096011,0.769716085,0.587080129,0.42099068,0.31190738,0.232787685,0.200586425,0.188767539,0.188767539,0.188289905,0.200769152,0.216621732,0.21878671,0.21878671,0.205942986,0.187393507,0.173609861,0.19261053,0.21363871,100,9.227623038,,,0,59,cropland,Rainfed,Rainfed-SC-fababean-LS,0,Fababean,,0,0,0
59,0.364413542,0.360944003,0.351023599,0.33621156,0.326532761,0.319062017,0.302286387,0.291703004,0.284821061,0.274771302,0.262834093,0.26590605,0.267307557,0.273056221,0.278143149,0.278265319,0.272923195,0.276916375,0.290625647,0.312648631,0.332621094,0.352504698,0.364459947,0,9.240116297,70,30,0,58,cropland,Rainfed,Rainfed-olive orachards /Barren-VLS,0,Olive Orchard,Barren,,0,0
1193,0.309146749,0.309146749,0.315197953,0.375207007,0.48079268,0.478851214,0.478851214,0.45360779,0.371917741,0.348363783,0.34214686,0.336656712,0.32097193,0.297031304,0.297031304,0.297031304,0.298669098,0.333088289,0.335906131,0.335906131,0.325057728,0.27579925,0.263989036,25,9.337849515,40,30,0,292,cropland,irrigated,Irrigated- Wheat/Barley - SC-LS,0.5,Wheat,,4.5,0,0
1192,0.480629048,0.528251663,0.67017463,0.786207852,0.788979679,0.79046963,0.627616157,0.422463144,0.275470308,0.18815128,0.153070049,0.152865875,0.153178574,0.152605704,0.154319516,0.167898935,0.187549421,0.187000788,0.187000788,0.170542751,0.149354427,0.141277664,0.145202366,99,9.29298038,,,0,291,cropland,Rainfed,Rainfed-Wheat/vegetable (peas)-SC-LS,0.5,Vegetable,,0,0.5,0
84,0.50804264,0.60183326,0.649333715,0.650288122,0.650288122,0.567025695,0.461234724,0.34576131,0.268120422,0.228693703,0.205919332,0.202893688,0.201527036,0.204637068,0.210266069,0.220111446,0.220111446,0.220111446,0.212418718,0.196957452,0.203173728,0.237831041,0.270828169,15,9.444927129,50,35,0,83,Non-cropland,,Forests/Orchad-VLS,0,,,,0,0
1195,0.279950683,0.335605827,0.416686242,0.585987938,0.687109952,0.687514663,0.687705624,0.475465456,0.309037523,0.227877302,0.189978911,0.180823216,0.178002272,0.176305463,0.173673201,0.16675663,0.192480225,0.225253862,0.225253862,0.22506251,0.168930126,0.145901589,0.145901589,97,9.536472222,,,0,294,cropland,Rainfed,Rainfed- Orchards Almonds/Barren-SC-LS,1,Almond Orchard,Barren,1,1,0
1194,0.392780014,0.392780014,0.393404177,0.395939113,0.414395917,0.417312223,0.406626703,0.407606406,0.408650036,0.432440238,0.432859334,0.432859334,0.427220698,0.422275931,0.416052031,0.416052031,0.416853609,0.474049856,0.493218511,0.490398977,0.487574994,0.453604634,0.423183982,36,9.447408393,35,20,0,293,cropland,irrigated,Irrigated-Vegetable(Peas)-SC-MS,0.5,Vegetable,,7.5,1,0
53,0.378833976,0.379416567,0.378061455,0.376840131,0.375145851,0.373308857,0.369398937,0.350617893,0.319302516,0.303718448,0.29098688,0.280122359,0.281780532,0.281780532,0.281780532,0.284297766,0.289965818,0.290658447,0.29735062,0.304717383,0.318403228,0.319130092,0.317655766,10,9.401000797,50,36,0,52,cropland,Rainfed,Rainfed-olive orachards /Barren-VLS,1,Olive Orchard,Barren,1,2,0
55,0.393041476,0.401394784,0.401394784,0.401394784,0.37931561,0.378148764,0.377612206,0.38322452,0.387031739,0.389963312,0.403210515,0.396082449,0.388711796,0.388711796,0.383238239,0.362905793,0.366688155,0.393387927,0.422018871,0.429186927,0.439512028,0.404270162,0.360793954,0,9.306699744,,,0,54,Non-cropland,,Forests/shrublands-VLS,0,,,100,0,0
54,0.815571545,0.798513572,0.790905506,0.784122643,0.776542038,0.707988344,0.533085998,0.366515646,0.279931852,0.232558371,0.20572416,0.191780835,0.187209163,0.1857029,0.190762785,0.205873817,0.216923677,0.217905265,0.219683919,0.205408335,0.208414718,0.250499267,0.279685557,92,9.353589304,4,2.5,0,53,cropland,Rainfed,Rainfed-SC-wheat-VLS,1,Wheat,,0.5,0,0
56,0.450589244,0.542322304,0.635973975,0.688301279,0.689497829,0.6900962,0.668756292,0.57264668,0.450801548,0.34392078,0.271086187,0.227629832,0.206098204,0.200878461,0.198031378,0.205082498,0.227897302,0.228213418,0.230205857,0.224431745,0.228706999,0.311376172,0.383996026,98,9.277403504,,,0,55,cropland,Rainfed,Rainfed-SC-wheat-VLS,2,Wheat,,0,0,0
57,0.383054936,0.437028772,0.511213955,0.589556092,0.596218973,0.596218973,0.593294319,0.504876688,0.416764551,0.331738687,0.266000417,0.237114899,0.225616262,0.221427232,0.223134083,0.226467354,0.241375074,0.238499994,0.236080418,0.219465599,0.200071601,0.169002932,0.137484186,70,9.251039341,15,10,0.5,56,cropland,Rainfed,Rainfed-SC-wheat-VLS,4,Wheat,,,0.5,0
58,0.284468822,0.358958605,0.4586793,0.568495099,0.660784587,0.66036728,0.658182679,0.558674598,0.418871685,0.310109288,0.26078034,0.241883066,0.225584007,0.216399199,0.209663626,0.201946271,0.207694928,0.220030042,0.220030042,0.227111268,0.228123389,0.230634127,0.239097123,60,9.235555556,25,15,0,57,cropland,Rainfed,Rainfed-SC-barley-LS,0,Barley,,,0,0
41,0.540142155,0.55827016,0.794942113,0.794942113,0.8059313,0.696557432,0.397483464,0.219876368,0.187846156,0.165208537,0.151632287,0.149003004,0.139527858,0.132495662,0.14020638,0.161800171,0.18728798,0.19371256,0.194305611,0.163655481,0.17061044,0.277230077,0.356216624,97,9.295277778,,,0,40,cropland,irrigated,Irrigated-SC-wheat-VLS,2.5,Wheat,,0,0.5,0
42,0.593821611,0.590837731,0.564755486,0.564755486,0.564755486,0.563881781,0.414330841,0.326676741,0.297635077,0.268089379,0.24858323,0.232153724,0.230469245,0.237190463,0.22562928,0.255739259,0.262708519,0.274678656,0.349384627,0.434571834,0.530898226,0.610161316,0.648377955,10,9.339444444,50,33,0,41,cropland,Rainfed,Rainfed-SC-olive/fababean-LS,0,Olive,,2,5,0
40,0.496453479,0.500947303,0.500947303,0.500947303,0.480867013,0.36548922,0.296119211,0.274903677,0.24356193,0.215719201,0.202002477,0.20195465,0.194515965,0.203929745,0.203929745,0.245104942,0.237774701,0.231195957,0.192592035,0.133588211,0.132012342,0.130141508,0.132084074,95,9.215,,,1,39,cropland,Rainfed,Rainfed-SC-wheat/fababean-LS,2,Wheat,,1,1,0
